ticker,date,signals_met,total_score,current_price,volume,step1_signal,step1_score,step1_red_volume_ratio,step1_red_day_avg_volume,step1_green_day_avg_volume,step1_20d_avg_volume,step1_red_day_count,step1_green_day_count,step1_price_above_ema,step2_signal,step2_score,step2_rsi,step2_rsi_divergence,step2_rsi_in_accumulation_zone,step2_macd_histogram,step2_macd_histogram_prev,step2_macd_improving_from_negative,step2_macd_histogram_positive,step2_macd_turning_positive,step2_obv_rising,step3_signal,step3_score,step3_rs_slope,step3_rs_slope_recent,step3_rs_just_turned_positive,step3_outperformance,step3_stock_change_20d
FFEB,2025-12-30,2,22,56.779998779296875,10946,True,10,0.299,18367.0,79868.0,61417.0,6,14,True,False,3,65.61,False,False,0.0353,0.0388,False,True,True,True,True,9,7.488e-05,0.00021203,False,0.31,1.38
FJUN,2025-12-30,2,22,57.20000076293945,10716,True,9,0.433,9464.0,30100.0,21846.0,8,12,True,False,4,68.96,True,False,0.0322,0.0426,False,True,True,True,True,9,6.455e-05,0.00012368,False,0.19,1.03
FTHF,2025-12-30,2,22,33.36640167236328,32634,True,10,0.322,3133.0,15103.0,9717.0,9,11,True,False,3,74.57,True,False,0.1486,0.1354,False,True,True,True,True,9,0.00032502,0.00034164,False,2.77,7.81
IFEB,2025-12-30,2,22,30.28350067138672,192,True,10,0.153,400.0,2726.0,2610.0,1,19,True,False,3,82.07,True,False,0.0115,0.0137,False,True,True,True,True,9,4.907e-05,0.00012311,False,0.33,1.49
ERTH,2025-12-30,2,21,47.56570053100586,4569,True,7,0.561,7596.0,16731.0,13533.0,7,13,True,False,6,61.6,True,True,0.0978,0.1208,False,True,True,True,True,8,1.278e-05,-4.043e-05,False,0.02,1.94
FJUL,2025-12-30,2,21,56.08369827270508,19663,True,7,0.531,19751.0,51491.0,37208.0,9,11,True,False,5,63.58,False,True,0.0411,0.0502,False,True,True,True,True,9,6.226e-05,0.00013986,False,0.22,1.17
GBND,2025-12-30,2,21,51.16999816894531,13620,True,9,0.483,37256.0,109838.0,77176.0,9,11,True,False,3,75.53,True,False,0.0255,0.0225,False,True,True,True,True,9,0.00011537,0.00024321,False,0.51,0.38
GBXA,2025-12-30,2,21,27.466100692749023,286,True,9,0.452,7909.0,27060.0,17484.0,10,10,True,False,4,59.43,False,True,0.0293,0.0363,False,True,True,False,True,8,-2.58e-06,2.537e-05,True,-0.02,1.24
GJUL,2025-12-30,2,21,41.414798736572266,13377,True,9,0.418,17567.0,61980.0,41994.0,9,11,True,False,3,65.89,True,False,0.0234,0.0283,False,True,True,False,True,9,3.067e-05,0.00012004,False,0.1,1.09
GLBS,2025-12-30,2,21,1.75,60755,True,7,0.517,151080.0,433376.0,292228.0,10,10,True,False,6,43.53,False,True,-0.0001,-0.001,True,False,True,True,True,8,2.341e-05,3.506e-05,False,3.08,7.36
INAC,2025-12-30,2,21,10.050000190734863,30440,False,5,0.69,8500.0,12523.0,12322.0,1,19,True,True,7,57.14,True,True,0.0007,-0.0002,False,True,True,True,True,9,1.084e-05,4.221e-05,False,0.24,0.1
EXUS,2025-12-30,2,20,26.164100646972656,3651,True,7,0.566,2138.0,4871.0,3778.0,8,12,True,False,4,66.74,True,False,0.0681,0.0578,False,True,True,True,True,9,0.0001165,0.00023886,False,1.17,2.18
FDNI,2025-12-30,2,20,34.150001525878906,5082,True,10,0.203,13747.0,90900.0,67754.0,6,14,True,False,4,51.38,False,True,0.1279,0.1414,False,True,True,False,True,6,1.746e-05,-5.502e-05,False,-0.01,0.13
FLMB,2025-12-30,2,20,23.799999237060547,113746,True,7,0.552,6575.0,15462.0,11907.0,8,12,True,False,4,66.16,True,False,0.0101,0.0067,False,True,True,True,True,9,4.765e-05,0.00013713,False,0.43,0.32
FUNL,2025-12-30,2,20,47.0099983215332,4842,True,7,0.514,2228.0,7488.0,4332.0,12,8,True,False,3,68.26,True,False,0.0197,0.0358,False,True,True,False,True,10,3.17e-05,5.491e-05,True,0.27,2.66
GJP,2025-12-30,2,20,24.850000381469727,2954,True,9,0.41,450.0,1170.0,1098.0,2,18,True,False,2,46.46,False,True,-0.0052,-0.0021,False,False,False,False,True,9,2.323e-05,8.646e-05,False,0.14,1.36
GTIP,2025-12-30,2,20,49.45000076293945,51959,True,7,0.586,20580.0,49616.0,35098.0,10,10,True,True,8,58.14,True,True,0.0193,0.0178,False,True,True,True,False,5,9.417e-05,0.00020102,False,0.36,-0.06
HEZU,2025-12-30,2,20,44.04690170288086,9333,True,7,0.515,26333.0,71367.0,51102.0,9,11,True,False,4,65.49,True,False,0.0387,0.0294,False,True,True,True,True,9,0.00014274,0.00027413,False,0.98,2.39
IDYN,2025-12-30,2,20,28.328100204467773,1446,True,10,0.082,2125.0,49580.0,25852.0,10,10,True,False,2,69.26,False,False,0.0236,0.0332,False,True,True,False,True,8,-1.95e-06,9.863e-05,True,-0.0,3.53
ILAG,2025-12-30,2,20,4.550000190734863,38356,True,10,0.342,8647.0,41928.0,25287.0,10,10,True,True,7,47.06,True,True,0.0392,0.0167,False,True,True,True,False,3,0.00026675,0.00076441,False,9.38,-5.21
FBDC,2025-12-30,2,19,19.382600784301758,21450,True,7,0.588,5400.0,12965.0,9182.0,10,10,True,False,4,34.17,True,False,-0.0469,-0.0619,True,False,True,True,True,8,0.0001426,9.322e-05,False,2.07,0.33
GRIN,2025-12-30,1,19,27.78499984741211,1023,True,10,0.209,6203.0,42423.0,29746.0,7,13,True,False,4,56.0,False,True,0.0292,0.0449,False,True,True,False,False,5,-8.743e-05,-0.00013149,False,-0.75,2.9
HISF,2025-12-30,2,19,45.279998779296875,58944,True,7,0.571,4967.0,11740.0,8692.0,9,11,True,False,3,75.77,True,False,0.0187,0.0181,False,True,True,True,True,9,8.737e-05,0.00018651,False,0.46,0.34
INDO,2025-12-30,2,19,3.0,195406,True,7,0.575,373861.0,925680.0,649770.0,10,10,True,False,4,53.55,False,True,0.0082,0.0212,False,True,True,False,True,8,-7.993e-05,1.044e-05,True,-7.55,6.76
FCRX,2025-12-30,2,18,24.969999313354492,551,False,0,1.597,3150.0,1468.0,1973.0,6,14,False,True,9,42.86,True,True,-0.0131,-0.0168,True,False,True,True,True,9,3.203e-05,0.00012309,False,0.22,0.12
FJAN,2025-12-30,1,18,51.849998474121094,18901,False,5,0.62,60443.0,117415.0,97475.0,7,13,True,False,4,65.92,True,False,0.0362,0.0414,False,True,True,True,True,9,7.899e-05,0.00017315,False,0.35,1.47
FLN,2025-12-30,2,18,22.969999313354492,5115,False,0,0.989,6337.0,6567.0,6406.0,14,6,True,True,8,59.31,True,True,0.0177,-0.0079,False,True,True,True,True,10,0.00010703,0.00017408,True,1.69,1.64
GINN,2025-12-30,1,18,73.5199966430664,5843,True,10,0.256,3795.0,28356.0,14847.0,11,9,True,False,4,48.9,False,True,0.0365,0.0752,False,True,True,False,False,4,-0.00013821,-0.00018967,False,-0.58,0.74
GMAR,2025-12-30,2,18,40.94430160522461,13575,True,7,0.52,13643.0,33013.0,26234.0,7,13,True,False,2,72.57,True,False,0.0128,0.0168,False,True,True,False,True,9,5.404e-05,0.00015281,False,0.17,0.94
GNFT,2025-12-30,1,18,6.150000095367432,815,False,5,0.606,1960.0,3551.0,3233.0,4,16,True,True,8,64.58,True,True,0.0024,0.007,False,True,True,True,False,5,4.713e-05,5.761e-05,False,1.71,12.02
GUSA,2025-12-30,1,18,59.53900146484375,100,True,7,0.55,800.0,1673.0,1455.0,5,15,True,False,6,56.33,True,True,0.0662,0.0777,False,True,True,True,False,5,-3.404e-05,-2.68e-05,False,-0.17,1.45
GVH,2025-12-30,2,18,2.930000066757202,808556,True,7,0.09,89518.0,3119383.0,998478.0,14,6,False,True,8,41.18,True,True,0.0089,0.0131,False,True,True,True,False,3,7.542e-05,0.00024922,False,-2.52,-23.9
HEEM,2025-12-30,1,18,34.84000015258789,10324,False,5,0.613,9103.0,19536.0,14841.0,9,11,True,False,5,61.88,True,True,0.0574,0.058,False,True,True,False,True,8,0.00012371,9.224e-05,False,0.72,1.92
HSPT,2025-12-30,1,18,10.545000076293945,2200,True,10,0.099,1300.0,15259.0,13165.0,3,17,True,False,3,55.56,True,True,-0.0025,0.0,False,False,False,False,False,5,-1.873e-05,-1.898e-05,False,-0.3,0.52
IMF,2025-12-30,1,18,45.74599838256836,200,True,10,0.277,633.0,2576.0,2285.0,3,17,True,False,3,71.53,False,False,0.089,0.1162,False,True,True,True,False,5,-4.931e-05,0.00016821,False,-0.41,3.84
EMSF,2025-12-30,1,17,28.53809928894043,4090,True,6,0.479,3836.0,10792.0,8010.0,8,12,False,False,6,40.93,True,True,0.0214,-0.008,False,True,True,True,False,5,0.00011787,0.00015224,False,1.07,-3.17
EPEM,2025-12-30,2,17,23.266000747680664,100,False,0,6.186,3433.0,47.0,555.0,3,17,True,True,8,57.59,True,True,0.0457,0.0335,False,True,True,True,True,9,0.00011954,0.00022855,False,1.37,1.84
EQNR,2025-12-30,2,17,23.600000381469727,2301592,False,0,1.087,3186256.0,2721681.0,2930740.0,9,11,True,True,8,58.71,True,True,0.1031,0.0746,False,True,True,True,True,9,0.00021079,0.00048772,False,2.57,3.55
ERX,2025-12-30,2,17,56.529998779296875,232566,False,0,0.996,196300.0,198007.0,197153.0,10,10,True,True,8,45.86,True,True,-0.0384,-0.1653,True,False,True,True,True,9,0.00046198,0.00153665,False,2.09,0.52
ETR,2025-12-30,2,17,93.37000274658203,1180958,False,0,1.186,3298714.0,2503581.0,2781878.0,7,13,False,True,8,50.95,True,True,0.1361,0.0792,False,True,True,True,True,9,0.00045613,0.0007015,False,1.26,0.43
EUDA,2025-12-30,2,17,2.3399999141693115,174398,True,7,0.38,251600.0,1276000.0,661360.0,12,8,False,True,8,50.84,True,True,0.0001,-0.0041,False,True,True,True,False,2,6.2e-05,-7.153e-05,False,22.01,-24.52
FALN,2025-12-30,2,17,27.34000015258789,277682,False,0,1.162,906555.0,625542.0,780099.0,11,9,True,True,8,61.27,True,True,0.001,-0.0017,False,True,True,True,True,9,5.171e-05,0.00012409,False,0.47,0.06
FCEF,2025-12-30,2,17,22.989999771118164,6065,False,0,1.054,13943.0,11561.0,13228.0,14,6,True,True,8,62.24,True,True,0.0227,0.018,False,True,True,True,True,9,6.797e-05,0.000122,False,0.87,1.03
FDV,2025-12-30,2,17,28.93000030517578,169337,False,0,0.991,232294.0,237178.0,234492.0,11,9,True,True,7,64.11,True,True,0.0062,0.0076,False,True,True,False,True,10,4.015e-05,6.444e-05,True,0.55,1.12
FEBP,2025-12-30,1,17,31.923799514770508,2357,False,5,0.668,1045.0,1908.0,1563.0,8,12,True,False,3,66.36,True,False,0.0182,0.0221,False,True,True,False,True,9,4.025e-05,9.571e-05,False,0.26,1.37
FEIG,2025-12-30,2,17,41.435001373291016,1480,False,0,1.246,1313.0,943.0,1054.0,6,14,True,True,8,64.09,True,True,0.0252,0.0255,False,True,True,True,True,9,8.801e-05,0.00014054,False,0.5,0.24
FENY,2025-12-30,2,17,24.920000076293945,2853564,False,0,1.033,4733250.0,4429806.0,4581528.0,10,10,True,True,8,46.1,True,True,-0.0092,-0.0377,True,False,True,True,True,9,0.00011615,0.00039091,False,1.15,0.48
FFLS,2025-12-30,2,17,23.209999084472656,8509,False,0,0.759,3373.0,5757.0,4445.0,11,9,True,True,8,59.29,True,True,0.0151,0.0133,False,True,True,True,True,9,2.497e-05,7.93e-05,False,0.22,0.05
FISR,2025-12-30,2,17,25.950000762939453,26154,False,0,1.002,35978.0,35841.0,35903.0,9,11,True,True,8,64.96,True,True,0.0158,0.0151,False,True,True,True,True,9,5.768e-05,0.00010477,False,0.52,0.21
FITBP,2025-12-30,2,17,24.559999465942383,11907,False,0,1.147,9290.0,7127.0,8100.0,9,11,True,True,8,63.95,True,True,0.02,0.0197,False,True,True,True,True,9,8.532e-05,8.907e-05,False,0.68,0.06
FLCO,2025-12-30,2,17,21.702999114990234,35315,False,0,1.181,59211.0,42738.0,50151.0,9,11,True,True,8,61.88,True,True,0.0126,0.0126,False,True,True,True,True,9,5.022e-05,8.13e-05,False,0.55,0.38
FLJP,2025-12-30,1,17,34.58000183105469,318657,False,5,0.651,331069.0,725756.0,508678.0,11,9,True,False,5,56.51,False,True,0.0112,0.0173,False,True,True,True,True,7,2.506e-05,0.00012031,False,-0.06,2.0
FLQS,2025-12-30,1,17,43.581199645996094,2611,True,10,0.377,1739.0,9943.0,4611.0,13,7,True,False,2,56.21,False,True,-0.0523,-0.0197,False,False,False,False,False,5,-7.206e-05,-0.00013071,False,-0.54,1.93
FMF,2025-12-30,2,17,47.06999969482422,39825,False,0,0.918,20800.0,23656.0,22656.0,7,13,True,True,8,59.04,True,True,0.0327,0.018,False,True,True,True,True,9,9.177e-05,0.00030863,False,0.39,0.44
FMFC,2025-12-30,2,17,0.35010001063346863,147124,True,7,0.14,218511.0,2651102.0,1556436.0,9,11,False,True,8,40.22,True,True,0.1235,0.1298,False,True,True,True,False,2,6.48e-06,-1.537e-05,False,14.92,-29.98
FPRO,2025-12-30,2,17,22.469999313354492,3717,False,0,1.13,3825.0,2727.0,3386.0,12,8,True,True,8,62.53,True,True,0.0329,0.0237,False,True,True,True,True,9,0.00011528,0.00014988,False,1.54,0.45
FREL,2025-12-30,2,17,27.110000610351562,244529,False,0,1.043,353245.0,320603.0,338556.0,11,9,True,True,8,63.3,True,True,0.0366,0.028,False,True,True,True,True,9,0.00012994,0.00016675,False,1.33,0.03
FTGC,2025-12-30,2,17,23.520000457763672,1966188,False,0,1.132,850035.0,630422.0,751209.0,11,9,True,True,7,56.27,True,True,0.036,0.0286,False,True,True,True,True,10,1.395e-05,3.837e-05,True,0.27,0.75
FYLD,2025-12-30,2,17,32.70000076293945,20785,False,0,0.899,29622.0,35699.0,32964.0,9,11,True,True,8,55.7,True,True,-0.0286,-0.0423,True,False,True,True,True,9,9.59e-05,0.00024415,False,0.82,1.3
GAM,2025-12-30,2,17,58.79999923706055,39298,False,0,1.182,33600.0,24975.0,28425.0,8,12,True,True,7,57.26,True,True,-0.0286,-0.0309,True,False,True,False,True,10,2.597e-05,0.00021906,True,0.17,0.26
GBF,2025-12-30,2,17,105.05000305175781,6312,False,0,0.769,2856.0,4419.0,3716.0,9,11,True,True,8,63.82,True,True,0.0431,0.0415,False,True,True,True,True,9,0.00019989,0.00038722,False,0.4,0.1
GIGB,2025-12-30,2,17,46.58530044555664,111124,False,0,1.274,114264.0,59603.0,89666.0,11,9,True,True,8,61.56,True,True,0.0261,0.0261,False,True,True,True,True,9,0.0001025,0.0001623,False,0.52,0.25
GOOD,2025-12-30,2,17,10.680000305175781,554848,False,0,1.103,643060.0,522615.0,582837.0,10,10,False,True,9,52.87,True,True,-0.0093,-0.0217,True,False,True,True,True,8,0.00011306,0.0001458,False,3.03,0.28
GT,2025-12-30,2,17,8.949999809265137,7696787,False,0,1.029,5476938.0,5221674.0,5323779.0,8,12,True,True,9,64.29,True,True,-0.0454,-0.0571,True,False,True,True,True,8,0.00010855,0.00019049,False,3.73,2.64
HAPI,2025-12-30,1,17,41.29560089111328,36773,False,5,0.658,2717.0,4734.0,4129.0,6,14,True,False,3,66.5,True,False,0.054,0.0631,False,True,True,False,True,9,3.71e-05,6.806e-05,False,0.27,1.54
HAS,2025-12-30,2,17,82.66999816894531,1411481,False,0,1.061,1574865.0,1349925.0,1484889.0,12,8,True,True,9,62.25,True,True,-0.0754,-0.0964,True,False,True,True,True,8,0.00061748,0.0003673,False,1.69,1.25
HBB,2025-12-30,2,17,16.309999465942383,26170,False,0,1.132,36257.0,27790.0,32024.0,10,10,True,True,9,59.9,True,True,-0.0658,-0.0661,True,False,True,True,True,8,0.00016934,0.00012918,False,2.91,4.02
HDLB,2025-12-30,2,17,15.119999885559082,2559,False,0,0.875,2055.0,2788.0,2348.0,12,8,True,True,8,60.97,True,True,0.0107,-0.0027,False,True,True,True,True,9,0.00014714,0.00017357,False,2.59,0.25
HDMV,2025-12-30,1,17,35.53499984741211,954,False,5,0.684,1496.0,3033.0,2188.0,11,9,True,False,3,82.79,True,False,0.0733,0.079,False,True,True,True,True,9,6.065e-05,0.00013232,False,0.42,2.3
HFRO,2025-12-30,2,17,6.010000228881836,323837,False,0,1.222,199567.0,133667.0,163322.0,9,11,False,True,7,46.86,True,True,-0.0032,-0.008,True,False,True,False,True,10,1.981e-05,2.815e-05,True,1.21,0.16
HIDE,2025-12-30,2,17,22.84760093688965,15728,False,0,0.702,10520.0,19463.0,14991.0,10,10,True,True,8,63.01,True,True,0.0186,0.0172,False,True,True,True,True,9,4.013e-05,4.154e-05,False,0.5,0.58
HNI,2025-12-30,2,17,42.439998626708984,306251,False,0,0.95,1103813.0,1248225.0,1161578.0,12,8,True,True,8,61.17,True,True,0.0617,0.084,False,True,True,True,True,9,0.00016608,0.00022733,False,0.68,1.31
HTGC,2025-12-30,2,17,18.790000915527344,877341,False,0,1.104,1230929.0,1052465.0,1114927.0,7,13,True,True,9,45.19,True,True,-0.0452,-0.0583,True,False,True,True,True,8,0.00016277,0.00013781,False,2.2,2.29
IBCA,2025-12-30,2,17,26.0049991607666,65472,False,0,1.328,263814.0,46662.0,198669.0,14,6,True,True,8,63.56,True,True,0.0149,0.0154,False,True,True,True,True,9,6.151e-05,9.048e-05,False,0.54,0.32
IBDQ,2025-12-30,2,17,25.1200008392334,0,True,9,0.463,560097.0,1325230.0,1210460.0,3,17,True,False,0,68.34,False,False,-0.0003,0.0006,False,False,False,False,True,8,0.00013779,7.13e-05,False,1.27,0.26
IBHJ,2025-12-30,1,17,26.635000228881836,37644,False,5,0.699,24950.0,42887.0,35712.0,8,12,True,False,3,70.25,True,False,0.0091,0.0092,False,True,True,True,True,9,4.495e-05,0.00011802,False,0.41,0.78
IBMT,2025-12-30,1,17,25.959999084472656,42108,False,5,0.665,23900.0,37295.0,35955.0,2,18,True,False,3,65.58,True,False,0.0076,0.0079,False,True,True,False,True,9,3.444e-05,0.00010843,False,0.25,0.52
IBTP,2025-12-30,2,17,25.89310073852539,23441,False,0,0.957,44040.0,48024.0,46032.0,10,10,True,True,8,64.12,True,True,0.0122,0.0118,False,True,True,True,True,9,6.288e-05,9.958e-05,False,0.52,0.01
IBTQ,2025-12-30,2,17,25.55500030517578,14593,False,0,1.081,74808.0,60799.0,69205.0,12,8,True,True,8,64.35,True,True,0.0137,0.0137,False,True,True,True,True,9,6.094e-05,9.977e-05,False,0.49,0.02
ICF,2025-12-30,2,17,60.18000030517578,76124,False,0,0.998,128790.0,129292.0,129041.0,10,10,True,True,8,62.35,True,True,0.1073,0.0837,False,True,True,True,True,9,0.00032787,0.00042667,False,1.49,0.59
IEZ,2025-12-30,2,17,21.020000457763672,88970,False,0,1.229,146630.0,91987.0,119308.0,10,10,False,True,8,40.96,True,True,-0.0656,-0.0976,True,False,True,True,True,9,8.78e-05,0.00035561,False,1.2,0.68
IG,2025-12-30,2,17,20.93000030517578,45573,False,0,0.878,19289.0,24152.0,21964.0,9,11,True,True,8,64.32,True,True,0.0115,0.011,False,True,True,True,True,9,5.112e-05,8.079e-05,False,0.57,0.27
IGCB,2025-12-30,2,17,46.55400085449219,100,False,0,3.147,4233.0,835.0,1345.0,3,17,True,True,8,61.72,True,True,0.0258,0.0195,False,True,True,True,True,9,1.238e-05,0.00017761,False,0.07,0.32
IGE,2025-12-30,2,17,50.599998474121094,34085,False,0,1.136,85658.0,65150.0,75404.0,10,10,True,True,7,55.84,True,True,-0.0043,-0.0129,True,False,True,True,True,10,1.235e-05,0.00019053,True,0.1,2.59
IGEB,2025-12-30,2,17,45.779998779296875,177404,False,0,0.99,138480.0,141220.0,139850.0,10,10,True,True,8,64.54,True,True,0.0262,0.0259,False,True,True,True,True,9,0.00010092,0.00016652,False,0.52,0.39
IIM,2025-12-30,2,17,12.520000457763672,266446,False,0,0.908,144400.0,181193.0,159117.0,12,8,False,True,9,51.39,True,True,-0.0015,-0.03,True,False,True,True,True,8,0.00013214,0.00038399,False,3.35,1.03
EOCT,2025-12-30,2,16,31.709999084472656,8517,False,0,1.025,18390.0,17633.0,17936.0,8,12,True,True,7,63.21,True,True,0.0528,0.0481,False,True,True,True,True,9,0.00011285,0.00018638,False,0.9,1.6
EPD,2025-12-30,1,16,32.11000061035156,3079960,False,0,1.131,3546544.0,2801960.0,3137023.0,9,11,False,False,6,44.21,False,True,-0.0601,-0.0772,True,False,True,True,True,10,3.83e-06,0.00028555,True,0.11,0.38
ERIC,2025-12-30,2,16,9.779999732971191,8200625,False,0,0.86,5533309.0,7527892.0,6430871.0,11,9,True,True,7,58.02,True,True,0.0177,0.0132,False,True,True,True,True,9,4.106e-05,0.00010646,False,1.17,1.66
ETON,2025-12-30,1,16,16.790000915527344,120110,False,0,1.128,250122.0,198692.0,221836.0,9,11,True,False,6,57.19,True,True,0.1295,0.1371,False,True,True,False,True,10,5.795e-05,2.944e-05,True,1.59,9.24
EVLU,2025-12-30,2,16,32.11000061035156,1699,False,0,1.307,5000.0,3042.0,3825.0,8,12,True,True,7,63.91,True,True,0.0639,0.0546,False,True,True,True,True,9,0.00014184,0.00020008,False,1.31,2.63
EVMO,2025-12-30,2,16,50.63999938964844,86167,False,0,0.845,56577.0,86195.0,66943.0,13,7,True,True,7,59.1,True,True,0.002,0.0073,False,True,True,False,True,9,7.064e-05,0.00020516,False,0.24,0.08
EYEG,2025-12-30,2,16,36.03499984741211,1105,False,0,0.99,7150.0,7290.0,7220.0,10,10,True,True,7,62.09,True,True,0.0226,0.022,False,True,True,False,True,9,8.164e-05,0.00013261,False,0.53,0.18
FDEM,2025-12-30,2,16,30.93000030517578,73561,False,0,1.446,278540.0,106786.0,192663.0,10,10,True,True,7,59.1,True,True,0.0706,0.0614,False,True,True,True,True,9,0.00012472,0.00014383,False,1.08,1.6
FDLO,2025-12-30,2,16,67.23999786376953,45325,False,0,1.185,123366.0,80511.0,104081.0,11,9,True,True,7,59.97,True,True,0.0283,0.0315,False,True,True,False,True,9,8.617e-05,0.00010356,False,0.33,0.2
FFC,2025-12-30,1,16,16.59000015258789,207110,False,0,1.0,130527.0,130534.0,130530.0,11,9,True,False,6,56.41,True,True,0.0019,-0.0065,False,True,True,False,True,10,3.436e-05,0.00013739,True,0.74,0.88
