ticker,date,signals_met,total_score,current_price,volume,step1_signal,step1_score,step1_red_volume_ratio,step1_price_above_ema,step2_signal,step2_score,step2_rsi,step2_rsi_divergence,step2_rsi_in_accumulation_zone,step2_macd_histogram,step2_macd_histogram_prev,step2_macd_improving_from_negative,step2_macd_histogram_positive,step2_macd_turning_positive,step2_obv_rising,step3_signal,step3_score,step3_rs_slope,step3_rs_slope_recent,step3_rs_just_turned_positive,step3_outperformance,step3_stock_change_20d
MGNR,2025-12-28,1,18,44.90399932861328,10600,False,3,1.291,True,False,5,61.36,True,True,0.065,0.0467,False,True,True,True,True,10,0.00016344,1.173e-05,True,1.53,3.71
MLI,2025-12-28,1,18,118.12999725341797,343900,False,5,0.628,True,False,3,64.15,False,True,0.3296,0.3349,False,True,True,True,True,10,0.00025305,0.00025282,True,0.76,7.76
MSTB,2025-12-28,1,18,40.54899978637695,3200,False,5,0.639,True,False,5,56.12,True,True,0.0837,0.0709,False,True,True,True,True,8,1.395e-05,-3.66e-06,False,0.11,1.2
MAGG,2025-12-28,1,17,20.524999618530273,100,False,3,0.911,True,False,6,64.84,True,True,0.0076,0.0057,False,True,True,True,True,8,-8.17e-05,2.59e-06,True,-1.19,-0.01
MAS,2025-12-28,1,17,64.73999786376953,1014900,False,3,1.165,True,False,6,57.78,True,True,0.1118,0.12,False,True,True,True,True,8,-9.014e-05,0.00032677,True,-0.46,-0.2
MCHB,2025-12-28,1,17,14.670000076293945,670400,False,0,1.128,False,False,7,43.6,True,True,-0.0754,-0.1139,True,False,True,True,True,10,6.084e-05,0.0003489,True,2.1,-4.28
MCS,2025-12-28,2,17,15.399999618530273,135900,False,0,1.054,False,True,9,57.27,True,True,-0.1079,-0.1224,True,False,True,True,True,8,-4.501e-05,0.00011452,True,-0.91,-1.91
MD,2025-12-28,2,17,21.8700008392334,476900,False,0,1.006,False,True,9,47.59,True,True,-0.1738,-0.2012,True,False,True,True,True,8,-0.00015994,0.00023661,True,-1.61,-9.22
MEGI,2025-12-28,1,17,13.739999771118164,243300,False,3,0.985,True,False,6,51.38,True,True,0.0447,0.0398,False,True,True,True,True,8,2.085e-05,-2.673e-05,False,0.31,-4.03
MEM,2025-12-28,1,17,35.882999420166016,2300,False,3,0.889,True,False,5,56.66,True,True,0.0917,0.0652,False,True,True,True,True,9,6.09e-05,0.00011327,False,0.56,2.01
MFEM,2025-12-28,1,17,23.28700065612793,4600,False,3,0.952,True,False,5,57.25,True,True,0.0545,0.0405,False,True,True,True,True,9,3.72e-05,0.00012045,False,0.43,2.35
MFSG,2025-12-28,1,17,28.674999237060547,38200,False,3,0.723,True,False,6,55.03,True,True,0.0715,0.0551,False,True,True,True,True,8,5.389e-05,5.37e-06,False,0.51,1.04
MFUL,2025-12-28,1,17,21.81999969482422,2600,True,7,0.587,True,False,5,56.35,True,True,0.0142,0.012,False,True,True,True,False,5,-7.395e-05,-1.692e-05,False,-0.93,0.32
MGIH,2025-12-28,1,17,1.3200000524520874,96100,False,4,0.546,False,False,3,49.59,True,True,0.004,0.002,False,True,True,False,True,10,5.6e-06,1.854e-05,True,1.54,-2.22
MGM,2025-12-28,1,17,37.68000030517578,2588200,False,3,1.002,True,False,6,61.93,False,True,-0.047,-0.0587,True,False,True,True,True,8,-0.00015495,0.00042279,True,-0.41,6.77
MIN,2025-12-28,1,17,2.630000114440918,88100,False,3,1.115,True,False,6,61.03,True,True,0.0002,-0.0003,False,True,True,True,True,8,-8.09e-06,7.6e-07,True,-0.66,-0.41
MKSI,2025-12-28,1,17,164.19000244140625,285200,False,3,1.025,True,False,6,51.34,False,True,-0.1247,-0.2835,True,False,True,True,True,8,0.00069528,0.00051679,False,1.47,4.99
MLTX,2025-12-28,1,17,13.829999923706055,908900,False,3,0.912,True,False,6,41.41,False,True,-0.2038,-0.2214,True,False,True,True,True,8,0.00011128,3.119e-05,False,1.86,0.73
MORN,2025-12-28,1,17,219.05999755859375,278400,False,3,1.085,True,False,4,51.36,False,True,0.592,0.4447,False,True,True,True,True,10,0.00012031,0.00070081,True,0.27,1.95
MSA,2025-12-28,1,17,163.86000061035156,441800,False,3,1.006,True,False,4,53.34,False,True,0.272,0.1093,False,True,True,True,True,10,0.00023741,0.00119351,True,0.93,1.59
MT,2025-12-28,1,17,46.25,1089500,False,3,1.052,True,False,4,75.41,True,False,-0.0821,-0.1267,True,False,True,True,True,10,0.00024037,0.00061962,True,2.16,7.26
MTR,2025-12-28,1,17,4.25,3000,True,7,0.16,False,False,7,40.11,True,True,-0.0526,-0.0569,True,False,True,False,False,3,-4.771e-05,6.943e-05,False,-4.84,-10.71
MTRA,2025-12-28,1,17,26.479999542236328,200,False,3,1.102,True,False,4,62.25,True,True,0.065,0.0534,False,True,True,True,True,10,3.72e-05,7.112e-05,True,0.65,2.83
MTZ,2025-12-28,1,17,224.39999389648438,267300,False,3,0.978,True,False,6,54.39,False,True,-0.0267,-0.0793,True,False,True,True,True,8,0.00047925,-0.00097674,False,1.42,4.92
MATW,2025-12-28,1,16,26.860000610351562,190500,False,3,1.234,True,False,5,67.78,True,False,-0.0571,-0.0716,True,False,True,True,True,8,0.00019941,0.00059492,False,1.88,10.6
MBUU,2025-12-28,1,16,29.309999465942383,132500,False,3,0.906,True,False,5,58.99,True,True,0.0163,0.0229,False,True,True,True,True,8,-0.00016584,3.65e-05,True,-1.8,3.24
MEDI,2025-12-28,1,16,31.708999633789062,2300,False,3,0.889,True,False,5,50.18,True,True,0.0123,0.0052,False,True,True,True,True,8,5.2e-07,-7.918e-05,False,0.31,-2.91
METD,2025-12-28,2,16,15.760000228881836,71500,False,0,0.723,False,True,8,56.14,True,True,-0.0503,-0.0617,True,False,True,False,True,8,-0.00012973,5.34e-06,True,-1.97,-2.08
MGOV,2025-12-28,1,16,20.51799964904785,12100,False,3,1.024,True,False,5,57.87,True,True,0.006,0.0034,False,True,True,True,True,8,-8.421e-05,4.47e-06,True,-1.19,-0.12
MGV,2025-12-28,1,16,142.35000610351562,153300,False,3,1.056,True,False,5,63.94,True,True,0.131,0.1185,False,True,True,True,True,8,-5.863e-05,0.00014929,True,-0.08,1.69
MIG,2025-12-28,1,16,21.704999923706055,3000,False,3,0.839,True,False,5,57.68,True,True,0.0098,0.0065,False,True,True,False,True,8,-8.23e-05,4.44e-06,True,-1.1,-0.32
MKOR,2025-12-28,1,16,34.18000030517578,4100,False,3,1.333,True,False,5,61.87,True,True,0.1386,0.0679,False,True,True,True,True,8,0.00039762,0.00080211,False,3.34,6.83
MLM,2025-12-28,1,16,645.010009765625,238300,False,3,1.073,True,False,4,62.05,False,True,2.0325,1.84,False,True,True,True,True,9,0.00138141,0.00293201,False,0.32,3.63
MNMD,2025-12-28,1,16,13.0600004196167,1488100,False,5,0.687,True,False,3,56.89,False,True,0.1181,0.1536,False,True,True,True,True,8,5.497e-05,-0.00073003,False,1.41,3.24
MODL,2025-12-28,1,16,48.04100036621094,15200,False,3,1.059,True,False,5,57.46,True,True,0.065,0.0519,False,True,True,True,True,8,-1.618e-05,1.341e-05,True,-0.1,0.78
MRT,2025-12-28,1,16,2.309999942779541,125100,False,3,1.545,True,False,5,45.45,True,True,-0.0041,-0.0031,False,False,False,False,True,8,3.16e-05,-7.113e-05,False,2.16,-4.94
MAGX,2025-12-28,1,15,60.66999816894531,40500,False,3,1.252,True,False,4,53.38,False,True,0.3018,0.2574,False,True,True,True,True,8,0.00054333,0.00014061,False,2.42,3.78
MAMO,2025-12-28,1,15,4.090000152587891,50100,True,7,0.227,False,False,2,59.57,False,True,-0.0661,-0.0369,False,False,False,False,False,6,-0.00054512,7.71e-05,True,-23.97,-6.62
MATV,2025-12-28,1,15,12.4399995803833,205600,False,0,1.023,False,False,7,55.29,True,True,-0.0541,-0.0554,True,False,True,True,True,8,-0.0001055,9.277e-05,True,-1.83,-0.4
MAYS,2025-12-28,1,15,39.290000915527344,2100,False,0,6.897,False,False,6,64.36,True,True,0.0367,-0.0679,False,True,True,True,True,9,0.00030444,0.00102204,True,3.21,2.05
MBOX,2025-12-28,1,15,35.44200134277344,800,False,3,1.032,True,False,4,57.19,True,True,0.0163,0.0103,False,True,True,True,True,8,-5.399e-05,7.52e-06,True,-0.39,0.75
MBSX,2025-12-28,1,15,26.70400047302246,2100,False,3,1.271,True,False,4,56.54,True,True,0.009,-0.0113,False,True,True,True,True,8,-3.363e-05,0.00010036,True,-0.12,0.02
MCHPP,2025-12-28,1,15,59.47999954223633,5600,True,10,0.37,True,False,3,45.84,False,True,-0.1063,-0.0253,False,False,False,True,False,2,-0.00030744,-0.00031432,False,-1.09,17.99
MCN,2025-12-28,1,15,5.929999828338623,104700,False,3,1.013,True,False,4,53.43,True,True,0.0065,0.0061,False,True,True,False,True,8,-1.979e-05,7.13e-06,True,-1.09,0.35
MDAA,2025-12-28,1,15,101.3239974975586,100,False,3,1.0,True,False,4,58.67,False,True,0.2977,0.2141,False,True,True,True,True,8,0.00044678,0.0004463,False,1.37,2.16
MDIV,2025-12-28,0,15,15.729999542236328,37700,False,3,1.131,True,False,7,47.44,True,True,-0.0115,-0.0126,True,False,True,True,False,5,-7.182e-05,-2.58e-06,False,-1.24,-0.56
MDLV,2025-12-28,1,15,28.510000228881836,4000,False,3,1.305,True,False,4,64.31,True,True,0.0131,0.009,False,True,True,False,True,8,-4.11e-05,3.121e-05,True,-0.25,0.68
MEDX,2025-12-28,1,15,33.48899841308594,600,False,3,1.16,True,False,4,56.38,True,True,0.0026,-0.0014,False,True,True,True,True,8,-7.147e-05,2.252e-05,True,-0.47,-0.1
MGK,2025-12-28,1,15,418.8299865722656,182000,False,3,1.25,True,False,4,52.12,False,True,0.8279,0.654,False,True,True,True,True,8,0.00013558,-0.00045483,False,0.08,1.19
MIDU,2025-12-28,1,15,53.970001220703125,31700,False,3,0.922,True,False,2,58.26,False,True,0.1181,0.1338,False,True,True,False,True,10,-1.188e-05,2.636e-05,True,0.56,5.14
MINV,2025-12-28,1,15,35.310001373291016,1500,False,3,0.958,True,False,4,50.08,True,True,0.0925,0.0685,False,True,True,True,True,8,-1.937e-05,8.925e-05,True,-0.11,0.92
MLPD,2025-12-28,0,15,25.468000411987305,8200,False,3,0.761,True,False,7,54.64,True,True,-0.0023,-0.0046,True,False,True,True,False,5,-4.046e-05,-6.156e-05,False,-0.55,1.09
MLPX,2025-12-28,1,15,60.189998626708984,142500,False,3,1.009,True,False,4,37.45,False,False,-0.0495,-0.0638,True,False,True,True,True,8,3.499e-05,-0.00039603,False,0.12,-1.1
MMT,2025-12-28,1,15,4.679999828338623,47500,False,3,0.759,True,False,4,47.99,True,True,0.0002,-0.0013,False,True,True,True,True,8,-1.602e-05,2.96e-06,True,-0.78,0.3
MMTM,2025-12-28,1,15,296.44000244140625,600,False,3,0.815,True,False,4,55.31,False,True,0.5478,0.4458,False,True,True,True,True,8,0.00028205,-0.00025376,False,0.28,1.59
MPLY,2025-12-28,1,15,30.65999984741211,2700,False,3,0.816,True,False,4,51.53,True,True,0.0426,0.0279,False,True,True,True,True,8,1.353e-05,7e-06,False,0.1,1.06
MS,2025-12-28,1,15,181.8699951171875,2561000,False,3,1.075,True,False,3,63.05,False,True,0.1377,0.0666,False,True,True,True,True,9,0.0007472,0.00127251,False,1.33,7.2
MSGE,2025-12-28,1,15,54.0099983215332,170800,False,3,1.053,True,False,4,61.71,True,True,-0.05,-0.0479,False,False,False,True,True,8,0.00031816,4.08e-05,False,1.21,9.18
MSI,2025-12-28,1,15,377.0400085449219,331600,False,3,1.037,True,False,4,55.11,False,True,2.7349,2.7661,False,True,True,True,True,8,0.00062753,-0.00190674,False,0.48,2.33
MTD,2025-12-28,1,15,1420.0999755859375,38300,False,3,0.974,True,False,4,51.29,False,True,1.1315,0.1758,False,True,True,True,True,8,-0.00167696,0.00048379,True,-0.17,-3.83
MTUL,2025-12-28,1,15,39.37300109863281,200,False,3,3.824,True,False,4,53.92,True,True,0.226,0.2161,False,True,True,True,True,8,0.0001857,-6.471e-05,False,1.3,3.9
MAA,2025-12-28,1,14,137.8000030517578,507500,False,3,1.106,True,False,1,68.3,False,False,0.4198,0.3881,False,True,True,True,True,10,0.00042855,0.00079285,True,1.23,1.41
MAR,2025-12-28,1,14,315.5799865722656,663500,False,3,1.16,True,False,1,72.09,False,False,0.8512,0.9218,False,True,True,True,True,10,0.00012287,0.00031664,True,0.32,3.54
MARB,2025-12-28,0,14,20.6299991607666,5200,False,3,1.001,True,False,6,55.54,False,True,-0.006,-0.0074,True,False,True,True,False,5,-9.855e-05,-4.087e-05,False,-1.28,0.35
MAVF,2025-12-28,1,14,123.15699768066406,200,False,3,1.643,True,False,3,56.58,False,True,0.0103,-0.0082,False,True,True,True,True,8,-6.064e-05,5.941e-05,True,-0.13,2.15
MBBB,2025-12-28,0,14,21.799999237060547,1600,False,3,0.914,True,False,6,55.98,True,True,0.0091,0.0061,False,True,True,True,False,5,-8.235e-05,-1.033e-05,False,-1.06,-0.06
MBLY,2025-12-28,1,14,10.420000076293945,4656800,False,0,0.945,False,False,4,29.75,False,False,-0.0044,-0.0379,True,False,True,True,True,10,3.77e-06,0.00016318,True,0.83,-11.84
MDEV,2025-12-28,0,14,21.113000869750977,500,False,3,1.569,True,False,6,44.11,False,True,-0.0123,-0.0137,True,False,True,True,False,5,-8.863e-05,-4.57e-05,False,-0.98,-1.21
MDPL,2025-12-28,1,14,27.149999618530273,4800,False,3,1.131,True,False,3,61.8,False,True,-0.0025,-0.0017,False,False,False,True,True,8,-7.805e-05,0.00012179,True,-0.72,3.91
MDXH,2025-12-28,0,14,3.4100000858306885,42300,False,3,1.076,True,False,5,41.28,True,True,0.0406,0.0382,False,True,True,True,False,6,6.844e-05,-5.204e-05,False,6.83,-7.59
MEGL,2025-12-28,1,14,1.2000000476837158,18100,False,0,0.945,False,False,6,43.56,False,True,-0.0093,-0.0115,True,False,True,True,True,8,-7.07e-06,1.956e-05,True,-0.59,-7.69
MEMS,2025-12-28,0,14,25.56999969482422,100,False,3,0.826,True,False,6,54.41,True,True,0.0913,0.0818,False,True,True,True,False,5,-1.929e-05,-4.364e-05,False,-0.13,-1.17
MENS,2025-12-28,0,14,3.2200000286102295,851600,False,6,0.481,False,False,4,7.4,True,False,-1.2376,-1.5306,True,False,True,True,False,4,-0.00018243,-0.0005894,False,-0.01,-88.16
METCZ,2025-12-28,0,14,25.459999084472656,1600,False,3,0.938,True,False,6,57.41,True,True,0.0199,0.0128,False,True,True,True,False,5,-4.643e-05,-1.575e-05,False,-0.56,0.55
MFUS,2025-12-28,1,14,57.459999084472656,1700,False,3,0.89,True,False,3,58.52,False,True,0.0367,0.0294,False,True,True,True,True,8,-9.533e-05,3.154e-05,True,-0.39,1.34
MFUT,2025-12-28,1,14,16.700000762939453,900,False,3,1.282,True,False,1,74.48,True,False,0.0593,0.0515,False,True,True,True,True,10,3.642e-05,0.00010622,True,0.91,5.56
MHH,2025-12-28,0,14,7.28000020980835,21700,False,3,0.926,True,False,7,54.82,True,True,-0.0177,-0.0207,True,False,True,False,False,4,-0.0001056,-3.255e-05,False,-1.7,-7.61
MILN,2025-12-28,1,14,47.426998138427734,2300,False,3,0.958,True,False,3,55.18,False,True,0.07,0.0685,False,True,True,True,True,8,-0.0001165,0.0001116,True,-0.72,1.61
MJSC,2025-12-28,0,14,50.40299987792969,100,False,3,1.0,True,False,7,50.21,True,True,-0.0129,-0.0171,True,False,True,True,False,4,-0.00010043,-0.00023082,False,-0.85,-0.04
MKTN,2025-12-28,1,14,25.799999237060547,1700,True,9,0.433,True,False,1,73.42,False,False,0.0167,0.0186,False,True,True,True,False,4,-0.00014306,-2.749e-05,False,-1.58,2.58
MLR,2025-12-28,1,14,38.150001525878906,75700,False,3,1.004,True,False,3,49.78,True,True,0.0504,0.0534,False,True,True,False,True,8,0.00014913,8.004e-05,False,1.13,-1.0
MMA,2025-12-28,0,14,1.2200000286102295,151400,False,0,1.154,False,False,7,46.72,True,True,-0.0023,-0.0111,True,False,True,True,False,7,2.156e-05,9.873e-05,False,6.54,-2.4
MMLG,2025-12-28,1,14,36.082000732421875,6200,False,3,1.258,True,False,3,50.99,False,True,0.0757,0.0612,False,True,True,True,True,8,3.09e-06,-2.241e-05,False,0.04,1.5
MMM,2025-12-28,1,14,162.0800018310547,1245700,False,0,1.102,False,False,6,36.39,True,False,-0.762,-0.9856,True,False,True,True,True,8,-0.00077396,0.00100169,True,-1.35,-5.79
MO,2025-12-28,0,14,57.599998474121094,8679200,False,3,1.167,True,False,6,58.66,True,True,0.0923,0.1083,False,True,True,True,False,5,-8.47e-05,-0.00021093,False,-0.42,-0.6
MOAT,2025-12-28,1,14,104.69000244140625,693900,False,3,1.101,True,False,3,55.58,False,True,0.0042,0.0041,False,True,True,True,True,8,-0.00021414,0.00010437,True,-0.36,2.78
MOOD,2025-12-28,1,14,39.43000030517578,10700,False,3,1.039,True,False,1,74.66,True,False,0.1179,0.0948,False,True,True,True,True,10,0.00014862,0.00017208,True,1.35,4.49
MORT,2025-12-28,1,14,10.920000076293945,397700,False,3,0.775,True,False,3,51.96,False,True,0.0072,0.0082,False,True,True,True,True,8,-5.065e-05,3.113e-05,True,-1.06,0.83
MOS,2025-12-28,1,14,24.309999465942383,3919300,False,0,1.058,False,False,6,55.04,True,True,0.1175,0.1162,False,True,True,True,True,8,9.14e-06,-4.561e-05,False,0.71,0.18
MOTG,2025-12-28,1,14,39.060001373291016,26600,False,3,1.925,True,False,3,64.4,False,True,0.072,0.0623,False,True,True,True,True,8,-4.222e-05,9.233e-05,True,-0.13,3.23
MOTI,2025-12-28,1,14,36.720001220703125,9800,False,3,1.104,True,False,3,53.29,False,True,0.0544,0.0421,False,True,True,True,True,8,-6.922e-05,0.00012501,True,-0.47,1.81
MOTO,2025-12-28,1,14,53.76100158691406,400,False,3,2.024,True,False,3,49.7,False,True,0.0138,-0.0065,False,True,True,True,True,8,-3.025e-05,4.65e-05,True,-0.01,2.49
MPRO,2025-12-28,0,14,30.829999923706055,20300,False,3,1.006,True,False,6,61.01,True,True,0.0277,0.023,False,True,True,True,False,5,-7.712e-05,-1.087e-05,False,-0.64,-0.6
MRKR,2025-12-28,0,14,1.440000057220459,140500,False,3,0.953,True,False,6,57.14,False,True,-0.0066,-0.0112,True,False,True,True,False,5,3.505e-05,6.185e-05,True,11.07,16.13
MSFL,2025-12-28,0,14,27.66900062561035,90400,False,3,1.109,True,False,6,53.16,True,True,0.222,0.2175,False,True,True,True,False,5,-5.143e-05,-1.831e-05,False,-0.89,-2.37
MSFY,2025-12-28,0,14,24.3700008392334,6400,False,3,1.411,True,False,6,56.62,True,True,0.0865,0.0864,False,True,True,True,False,5,-6.674e-05,-5.666e-05,False,-0.86,-0.75
MSSS,2025-12-28,0,14,30.5,11800,False,3,0.955,True,False,6,56.02,True,True,0.0206,0.0208,False,True,True,True,False,5,-9.162e-05,-2.78e-06,False,-0.77,-1.04
MTUM,2025-12-28,1,14,255.02999877929688,541900,False,3,1.231,True,False,3,54.74,False,True,0.7194,0.6536,False,True,True,True,True,8,5.938e-05,-0.00011497,False,0.08,2.19
MTUS,2025-12-28,1,14,17.790000915527344,144300,False,3,1.148,True,False,3,53.94,False,True,-0.0406,-0.0219,False,False,False,True,True,8,3.887e-05,-5.128e-05,False,0.46,5.2
MTX,2025-12-28,1,14,62.13999938964844,110900,False,3,1.199,True,False,2,67.78,True,False,0.0781,0.0636,False,True,True,True,True,9,0.00030537,0.00065299,False,1.2,5.95
MAPP,2025-12-28,1,13,26.434999465942383,600,False,3,2.057,True,False,2,66.49,True,False,0.0465,0.0418,False,True,True,True,True,8,-2.018e-05,7.27e-06,True,-0.14,1.78
MARU,2025-12-28,0,13,28.073999404907227,300,False,3,2.112,True,False,5,55.22,True,True,0.0353,0.0279,False,True,True,True,False,5,-9.03e-06,-1.495e-05,False,-0.1,0.99
MARZ,2025-12-28,0,13,34.632999420166016,2900,False,3,1.854,True,False,5,55.74,True,True,0.0389,0.03,False,True,True,True,False,5,-2.67e-05,-1.38e-06,False,-0.23,0.92
MAYU,2025-12-28,0,13,31.850000381469727,1100,False,3,0.752,True,False,5,55.4,True,True,0.0408,0.0316,False,True,True,True,False,5,-9.25e-06,-1.121e-05,False,-0.08,1.01
MAYZ,2025-12-28,0,13,33.81800079345703,3000,False,3,3.361,True,False,5,55.96,True,True,0.0386,0.0296,False,True,True,True,False,5,-2.92e-05,-5.18e-06,False,-0.22,0.92
MBB,2025-12-28,0,13,95.36000061035156,1778700,False,3,1.004,True,False,6,62.12,True,True,0.0543,0.0511,False,True,True,True,False,4,-0.00037906,-6.877e-05,False,-1.14,0.28
MBCC,2025-12-28,0,13,37.27000045776367,7300,False,3,1.286,True,False,5,64.55,True,True,0.0732,0.0667,False,True,True,True,False,5,-2.55e-06,6.187e-05,False,-0.08,1.63
MBINM,2025-12-28,1,13,25.670000076293945,17400,False,3,0.925,True,False,1,82.56,True,False,0.0898,0.0975,False,True,True,True,True,9,7.4e-06,2.37e-05,False,0.03,5.95
MBINN,2025-12-28,1,13,18.770000457763672,17300,False,0,1.066,False,False,5,54.0,True,True,0.0465,0.0419,False,True,True,False,True,8,-8.062e-05,0.00011345,True,-1.21,-2.25
MBX,2025-12-28,0,13,30.899999618530273,429600,False,3,0.731,True,False,4,47.09,True,True,-0.142,-0.0832,False,False,False,False,False,6,-0.00041729,-0.00102127,False,0.15,-10.41
MC,2025-12-28,1,13,71.58000183105469,459900,False,3,1.005,True,False,1,65.1,False,False,0.1928,0.2019,False,True,True,True,True,9,8.166e-05,0.00068778,True,0.79,11.55
MDIA,2025-12-28,1,13,0.6589999794960022,35100,False,0,1.087,False,False,3,22.43,True,False,-0.0065,-0.0118,True,False,True,False,True,10,8.2e-07,2.453e-05,True,1.86,-28.37
MDLZ,2025-12-28,1,13,54.63999938964844,4689200,False,0,1.185,False,False,5,46.72,True,True,0.1743,0.1505,False,True,True,False,True,8,-0.0002038,0.00022094,True,-1.17,-5.09
MDV,2025-12-28,1,13,14.770000457763672,30300,False,0,0.991,False,False,5,55.38,False,True,-0.0277,-0.0463,True,False,True,False,True,8,-7.81e-05,0.00028324,True,-1.5,-0.87
MEMX,2025-12-28,1,13,37.15399932861328,300,False,3,1.687,True,False,1,78.12,True,False,0.2033,0.1935,False,True,True,True,True,9,0.00014342,0.00014501,False,1.08,6.84
MEOH,2025-12-28,1,13,40.189998626708984,109600,False,3,0.851,True,False,1,70.79,False,False,0.1117,0.1365,False,True,True,True,True,9,1.335e-05,2.31e-06,True,1.23,13.4
MFA,2025-12-28,1,13,9.710000038146973,1011400,False,3,0.874,True,False,2,54.39,False,True,0.0011,0.0065,False,True,True,False,True,8,-6.192e-05,5.05e-06,True,-1.63,0.94
MFSB,2025-12-28,0,13,25.334999084472656,18800,False,3,1.116,True,False,6,60.2,True,True,0.0106,0.0082,False,True,True,True,False,4,-0.00010596,-2.271e-05,False,-1.17,0.02
MFSM,2025-12-28,0,13,25.055999755859375,3700,False,3,0.906,True,False,6,64.26,True,True,0.0072,0.0064,False,True,True,True,False,4,-0.00010787,-4.31e-05,False,-1.18,0.12
MGF,2025-12-28,0,13,3.0199999809265137,142700,False,0,1.055,False,False,6,39.65,True,False,-0.0031,-0.0057,True,False,True,True,False,7,1.57e-06,7.06e-06,False,-0.09,-2.91
MGRT,2025-12-28,1,13,8.970000267028809,49400,True,10,0.129,True,False,3,56.82,False,True,0.3528,0.4511,False,True,True,True,False,0,-1.31e-06,-1.493e-05,False,21.45,48.26
MHK,2025-12-28,1,13,110.2300033569336,461100,False,0,1.501,False,False,4,48.72,False,True,0.1106,0.0307,False,True,True,True,True,9,0.00031704,0.0006721,False,0.75,-4.89
