ticker,date,signals_met,total_score,current_price,volume,step1_signal,step1_score,step1_red_volume_ratio,step1_price_above_ema,step2_signal,step2_score,step2_rsi,step2_rsi_divergence,step2_rsi_in_accumulation_zone,step2_macd_histogram,step2_macd_histogram_prev,step2_macd_improving_from_negative,step2_macd_histogram_positive,step2_macd_turning_positive,step2_obv_rising,step3_signal,step3_score,step3_rs_slope,step3_rs_slope_recent,step3_rs_just_turned_positive,step3_outperformance,step3_stock_change_20d
IMCC,2025-12-25,0,5,1.4800000190734863,49800,False,0,0.823,False,False,2,40.13,False,True,-0.0288,-0.0268,False,False,False,False,False,3,-3.751e-05,-3.059e-05,False,-4.99,-15.91
IMKTA,2025-12-25,0,5,71.12999725341797,51900,False,0,1.01,False,False,3,33.46,False,False,-0.2497,-0.2851,True,False,True,False,False,2,-0.00137405,-0.00062192,False,-5.23,-7.97
IMMX,2025-12-25,0,5,5.739999771118164,341900,False,3,0.728,True,False,2,59.34,False,True,-0.1193,-0.1095,False,False,False,False,False,0,-4.658e-05,-8.48e-05,False,-1.83,33.49
INBX,2025-12-25,0,5,80.36000061035156,272300,False,0,0.92,False,False,3,42.41,False,True,-1.2445,-1.1564,False,False,False,True,False,2,-0.00332537,-0.00569923,False,-8.17,-3.94
GEL,2025-12-25,0,4,15.619999885559082,152200,False,0,1.017,False,False,2,43.12,False,True,-0.0076,0.0005,False,False,False,False,False,2,-0.0001546,-0.00011358,False,-4.18,1.36
GENC,2025-12-25,0,4,12.529999732971191,24000,False,0,0.899,False,False,2,44.44,False,True,-0.0179,-0.0077,False,False,False,False,False,2,-0.00035707,-6.624e-05,False,-8.01,-7.19
GMEY,2025-12-25,0,4,38.02299880981445,300,False,2,0.698,False,False,0,37.81,False,False,-0.1739,-0.136,False,False,False,False,False,2,-0.00106252,-0.00068095,False,-6.46,-2.16
GMRE,2025-12-25,0,4,33.290000915527344,48300,False,0,1.075,False,False,2,60.67,False,True,-0.1058,-0.0473,False,False,False,False,False,2,-0.0007951,-0.00085249,False,-5.67,2.15
GPUS,2025-12-25,0,4,0.23000000417232513,10392500,False,0,1.035,False,False,1,28.57,False,False,-0.002,-0.0019,False,False,False,True,False,3,-1.227e-05,-1.35e-06,False,-10.36,-30.3
GRWG,2025-12-25,0,4,1.6299999952316284,239100,False,0,0.949,False,False,2,53.7,False,True,-0.0051,0.008,False,False,False,False,False,2,-0.00011284,-6.067e-05,False,-16.11,4.49
GVH,2025-12-25,0,4,2.9000000953674316,15900,False,2,0.625,False,False,0,29.01,False,False,-0.0189,-0.0116,False,False,False,False,False,2,-0.00021572,-0.00011924,False,-18.45,-25.64
HD,2025-12-25,0,4,347.3399963378906,1368600,False,0,1.18,False,False,2,46.53,False,True,-0.0024,0.0404,False,False,False,False,False,2,-0.00518835,-0.00134508,False,-4.51,-1.66
HIMZ,2025-12-25,0,4,6.809999942779541,1470200,False,0,1.008,False,False,2,20.75,False,False,0.0967,0.102,False,True,True,False,False,2,-0.00012364,-0.00016409,False,-3.38,-21.9
HLIT,2025-12-25,0,4,9.970000267028809,275200,False,0,1.0,False,False,2,57.89,False,True,-0.0232,-0.0134,False,False,False,False,False,2,-0.00011958,-5.852e-05,False,-4.13,4.51
HQY,2025-12-25,0,4,92.44999694824219,456300,False,0,0.924,False,False,2,39.05,True,False,-0.5145,-0.4882,False,False,False,False,False,2,-0.00209467,-0.00151367,False,-5.55,-11.94
HSTM,2025-12-25,0,4,23.829999923706055,102000,False,0,0.975,False,False,2,36.34,True,False,-0.0102,-0.0086,False,False,False,False,False,2,-0.00032668,-0.00021288,False,-4.25,-5.88
HVT,2025-12-25,0,4,23.739999771118164,49900,False,0,0.858,False,False,2,47.26,False,True,-0.195,-0.1673,False,False,False,False,False,2,-0.00068656,-0.00028536,False,-7.81,-1.7
IBCP,2025-12-25,0,4,33.529998779296875,36300,False,0,1.008,False,False,2,45.35,False,True,-0.2073,-0.1549,False,False,False,False,False,2,-0.00081799,-0.00044504,False,-6.8,2.48
IBIF,2025-12-25,0,4,25.959999084472656,81800,False,0,1.05,False,False,0,37.55,False,False,-0.0036,-0.0006,False,False,False,False,False,4,-0.00024872,-0.00018887,False,-2.68,-0.45
IBOC,2025-12-25,0,4,68.79000091552734,124800,False,0,0.943,False,False,2,49.38,False,True,-0.3304,-0.2205,False,False,False,False,False,2,-0.00167768,-0.00116307,False,-6.42,3.44
IGME,2025-12-25,0,4,27.268999099731445,7000,False,0,0.984,False,False,2,42.17,False,True,-0.0757,-0.0467,False,False,False,False,False,2,-0.00075082,-0.0003382,False,-6.29,1.32
IHAK,2025-12-25,0,4,49.029998779296875,39700,False,0,0.789,False,False,2,43.67,False,True,-0.0013,0.0133,False,False,False,False,False,2,-0.0005409,-0.00064553,False,-3.15,0.48
IIPR,2025-12-25,0,4,50.880001068115234,324800,False,0,1.016,False,False,2,50.02,False,True,-0.3718,-0.2315,False,False,False,False,False,2,-0.00257951,-0.00044466,False,-12.1,2.77
INBK,2025-12-25,0,4,20.600000381469727,66700,False,0,0.984,False,False,2,54.17,False,True,-0.09,-0.0104,False,False,False,False,False,2,-0.0008885,-0.00044946,False,-11.33,8.36
INBS,2025-12-25,0,4,4.980000019073486,24100,False,2,0.684,False,False,0,29.56,False,False,-0.0678,-0.03,False,False,False,False,False,2,-0.00076471,-0.00059141,False,-31.11,-25.78
GFAI,2025-12-25,0,3,0.7099999785423279,95600,False,0,0.994,False,False,0,27.13,False,False,-0.0111,-0.0098,False,False,False,False,False,3,-3.884e-05,-4.724e-05,False,-9.55,-7.79
GROV,2025-12-25,0,3,1.1699999570846558,4800,False,0,0.747,False,False,0,32.61,True,False,-0.005,-0.0044,False,False,False,False,False,3,-2.174e-05,-4.337e-05,False,-5.66,-12.69
GTEC,2025-12-25,0,3,0.9399999976158142,203000,False,0,1.137,False,False,0,37.21,False,False,-0.0081,-0.0045,False,False,False,False,False,3,-5.682e-05,-2.742e-05,False,-15.32,-9.62
GTIM,2025-12-25,0,3,1.1399999856948853,368600,False,0,0.997,False,False,0,39.22,False,False,-0.0051,0.0042,False,False,False,False,False,3,-4.691e-05,-8.7e-05,False,-12.59,-9.52
HIDE,2025-12-25,0,3,22.825000762939453,39100,False,0,0.713,False,False,1,24.47,False,False,-0.0636,-0.0461,False,False,False,True,False,2,-0.00043247,-0.00056838,False,-4.57,-2.69
HMR,2025-12-25,0,3,0.8809999823570251,36100,False,0,1.214,False,False,0,26.05,False,False,-0.0198,-0.0193,False,False,False,False,False,3,-4.104e-05,-4.825e-05,False,-12.46,-21.34
HOTH,2025-12-25,0,3,1.0399999618530273,175800,False,0,1.048,False,False,0,31.71,False,False,-0.0039,-0.002,False,False,False,False,False,3,-2.062e-05,-6.451e-05,False,-5.16,-13.33
ICMB,2025-12-25,0,3,2.740000009536743,15300,False,0,0.915,False,False,0,36.84,False,False,-0.0118,-0.0091,False,False,False,False,False,3,-5.846e-05,-8.179e-05,False,-4.85,-1.99
ICU,2025-12-25,0,3,0.24199999868869781,1276700,False,0,1.381,False,False,0,21.18,False,False,-0.0023,-0.0022,False,False,False,False,False,3,-1.891e-05,-1.237e-05,False,-20.04,-20.39
IINN,2025-12-25,0,3,0.9440000057220459,90000,False,0,1.286,False,False,0,26.15,False,False,-0.0181,-0.0159,False,False,False,False,False,3,-3.931e-05,-5.373e-05,False,-9.81,-7.45
GLBZ,2025-12-25,0,2,3.7100000381469727,65300,False,0,1.193,False,False,0,35.29,False,False,-0.0277,0.0102,False,False,False,False,False,2,-0.00024516,-0.00045254,False,-16.48,-14.12
GLL,2025-12-25,0,2,24.280000686645508,1346700,False,0,0.98,False,False,0,12.85,False,False,-0.2558,-0.2553,False,False,False,False,False,2,-0.00093683,-0.00040535,False,-8.58,-13.5
GME,2025-12-25,0,2,21.530000686645508,1781000,False,0,0.931,False,False,0,38.4,False,False,-0.1058,-0.0822,False,False,False,False,False,2,-0.00065217,-0.00027969,False,-6.92,-0.46
GMEU,2025-12-25,0,2,10.03499984741211,106600,False,0,0.875,False,False,0,35.74,False,False,-0.108,-0.0847,False,False,False,False,False,2,-0.00055128,-0.00023778,False,-11.71,-4.88
GNLN,2025-12-25,0,2,2.1600000858306885,20700,False,0,1.298,False,False,0,18.1,False,False,-0.0874,-0.0853,False,False,False,False,False,2,-0.00018259,-0.0001514,False,-20.54,-33.74
GOCO,2025-12-25,0,2,2.25,53600,False,0,1.313,False,False,0,33.0,False,False,-0.0356,-0.0281,False,False,False,False,False,2,-0.00010962,-0.00017383,False,-15.15,-23.21
GOOD,2025-12-25,0,2,10.4399995803833,334300,False,0,1.122,False,False,0,35.02,False,False,-0.0269,-0.0165,False,False,False,False,False,2,-0.00028671,-0.0002073,False,-7.0,-4.38
GSRFU,2025-12-25,0,2,10.350000381469727,7100,False,0,4.339,False,False,0,0.0,False,False,-0.0089,-0.0075,False,False,False,False,False,2,-0.00011803,-6.075e-05,False,-3.03,-0.67
GURE,2025-12-25,0,2,3.799999952316284,6200,False,0,1.487,False,False,2,45.13,False,True,-0.0974,-0.0739,False,False,False,False,False,0,-0.00024516,-0.00037276,False,-14.8,26.67
GWAV,2025-12-25,0,2,5.420000076293945,10400,False,0,1.321,False,False,0,34.3,False,False,-0.1058,-0.105,False,False,False,False,False,2,-0.00010349,-0.00016323,False,-5.57,-5.41
HCTI,2025-12-25,0,2,1.190000057220459,484900,False,0,0.97,False,False,0,21.83,False,False,-0.109,-0.0947,False,False,False,False,False,2,-0.00032938,-0.0001165,False,-40.38,-49.36
HDL,2025-12-25,0,2,16.579999923706055,0,False,0,1.898,False,False,0,24.86,False,False,-0.0909,-0.0899,False,False,False,False,False,2,-0.00032264,-0.00023603,False,-4.77,-7.48
HDSN,2025-12-25,0,2,6.960000038146973,93800,False,0,1.1,False,False,0,30.86,False,False,-0.0013,0.0068,False,False,False,False,False,2,-0.00017992,-2.625e-05,False,-7.28,1.61
HFRO,2025-12-25,0,2,5.920000076293945,395600,False,0,1.195,False,False,0,39.93,False,False,-0.0022,0.0051,False,False,False,False,False,2,-0.00012423,-0.00012264,False,-4.67,-3.11
HTLM,2025-12-25,0,2,2.4000000953674316,9900,False,0,1.028,False,False,0,37.94,False,False,-0.0442,-0.0302,False,False,False,False,False,2,-0.00019966,-0.00029153,False,-21.55,-21.57
HWBK,2025-12-25,0,2,32.560001373291016,3400,False,0,0.993,False,False,0,38.56,False,False,-0.3049,-0.1666,False,False,False,False,False,2,-0.00177917,-0.00154911,False,-11.76,-2.37
IART,2025-12-25,0,2,12.65999984741211,350200,False,0,0.992,False,False,0,36.42,False,False,-0.0765,-0.0749,False,False,False,False,False,2,-0.00023075,-8.6e-06,False,-5.35,-3.51
IIM,2025-12-25,0,2,12.119999885559082,128900,False,0,0.985,False,False,0,17.75,False,False,-0.0311,-0.0273,False,False,False,False,False,2,-0.00018173,-0.00016605,False,-3.9,-2.2
IMA,2025-12-25,0,2,5.849999904632568,78400,False,0,0.883,False,False,0,19.21,False,False,-0.0143,-0.0122,False,False,False,False,False,2,-0.00019121,-0.00012925,False,-7.85,-15.34
IMNN,2025-12-25,0,2,3.309999942779541,88100,False,0,0.996,False,False,0,23.26,False,False,-0.0421,-0.0184,False,False,False,False,False,2,-0.0001941,-0.00032607,False,-15.02,-14.25
INCR,2025-12-25,0,2,1.1399999856948853,17700,False,0,1.679,False,False,0,37.37,False,False,-0.015,-0.0059,False,False,False,False,False,2,-0.00012801,-7.24e-05,False,-23.74,-15.56
