ticker,stock_name,scan_date,signals_met,total_score,alert_triggered,price,step1_signal,step1_score,step2_signal,step2_score,step3_signal,step3_score,caught_breakout,days_early
ZETA,Zeta Global,2025-11-26,0,14,False,18.170000076293945,False,2,False,6,False,6,True,14
ZETA,Zeta Global,2025-11-27,0,14,False,18.170000076293945,False,2,False,6,False,6,True,14
ZETA,Zeta Global,2025-11-28,1,18,False,18.25,False,5,False,5,True,8,True,14
ZETA,Zeta Global,2025-11-29,1,18,False,18.25,False,5,False,5,True,8,True,14
ZETA,Zeta Global,2025-11-30,1,18,False,18.25,False,5,False,5,True,8,True,14
ZETA,Zeta Global,2025-12-01,1,16,False,17.940000534057617,False,5,False,3,True,8,True,14
ZETA,Zeta Global,2025-12-02,0,8,False,17.700000762939453,False,2,False,2,False,4,True,14
ZETA,Zeta Global,2025-12-03,0,10,False,18.399999618530273,False,2,False,2,False,6,True,14
ZETA,Zeta Global,2025-12-04,0,15,False,18.549999237060547,False,4,False,6,False,5,True,14
ZETA,Zeta Global,2025-12-05,1,15,False,19.049999237060547,False,4,True,8,False,3,True,14
ZETA,Zeta Global,2025-12-06,1,15,False,19.049999237060547,False,4,True,8,False,3,True,14
ZETA,Zeta Global,2025-12-07,1,15,False,19.049999237060547,False,4,True,8,False,3,True,14
ZETA,Zeta Global,2025-12-08,0,10,False,19.18000030517578,False,4,False,4,False,2,True,14
ZETA,Zeta Global,2025-12-09,0,9,False,19.270000457763672,False,4,False,2,False,3,True,14
ZETA,Zeta Global,2025-12-10,0,8,False,19.510000228881836,False,4,False,1,False,3,True,14
ZETA,Zeta Global,2025-12-11,1,9,False,19.510000228881836,False,0,False,1,True,8,True,14
ZETA,Zeta Global,2025-12-12,0,12,False,18.559999465942383,False,4,False,4,False,4,True,14
ZETA,Zeta Global,2025-12-13,0,12,False,18.559999465942383,False,4,False,4,False,4,True,14
ZETA,Zeta Global,2025-12-14,0,12,False,18.559999465942383,False,4,False,4,False,4,True,14
ZETA,Zeta Global,2025-12-15,0,8,False,17.489999771118164,False,0,False,4,False,4,True,14
ZETA,Zeta Global,2025-12-16,0,6,False,18.139999389648438,False,0,False,2,False,4,True,14
ZETA,Zeta Global,2025-12-17,1,10,False,17.389999389648438,False,0,False,2,True,8,True,14
ZETA,Zeta Global,2025-12-18,0,6,False,17.8700008392334,False,0,False,2,False,4,True,14
ZETA,Zeta Global,2025-12-19,1,17,False,17.989999771118164,False,1,False,6,True,10,True,14
ZETA,Zeta Global,2025-12-20,1,17,False,17.989999771118164,False,1,False,6,True,10,True,14
ZETA,Zeta Global,2025-12-21,1,17,False,17.989999771118164,False,1,False,6,True,10,True,14
ZETA,Zeta Global,2025-12-22,2,15,True,18.31999969482422,False,0,True,8,True,7,True,14
ZETA,Zeta Global,2025-12-23,2,17,True,18.350000381469727,False,0,True,9,True,8,True,14
ZETA,Zeta Global,2025-12-24,2,15,True,19.110000610351562,False,0,True,7,True,8,True,14
ZETA,Zeta Global,2025-12-25,2,15,True,19.110000610351562,False,0,True,7,True,8,True,14
ZETA,Zeta Global,2025-12-26,0,13,False,20.700000762939453,False,4,False,6,False,3,True,14
ZETA,Zeta Global,2025-12-27,0,13,False,20.700000762939453,False,4,False,6,False,3,True,14
ZETA,Zeta Global,2025-12-28,0,13,False,20.700000762939453,False,4,False,6,False,3,True,14
ZETA,Zeta Global,2025-12-29,0,7,False,20.40999984741211,False,0,False,4,False,3,True,14
ZETA,Zeta Global,2025-12-30,0,6,False,20.799999237060547,False,0,False,4,False,2,True,14
ZETA,Zeta Global,2025-12-31,0,6,False,20.350000381469727,False,0,False,4,False,2,True,14
ZETA,Zeta Global,2026-01-01,0,6,False,20.350000381469727,False,0,False,4,False,2,True,14
ZETA,Zeta Global,2026-01-02,0,6,False,19.90999984741211,False,0,False,2,False,4,True,14
ZETA,Zeta Global,2026-01-03,0,6,False,19.90999984741211,False,0,False,2,False,4,True,14
ZETA,Zeta Global,2026-01-04,0,6,False,19.90999984741211,False,0,False,2,False,4,True,14
ZETA,Zeta Global,2026-01-05,0,5,False,21.670000076293945,False,0,False,1,False,4,True,14
