ticker,date,signals_met,total_score,current_price,volume,step1_signal,step1_score,step1_red_volume_ratio,step1_price_above_ema,step2_signal,step2_score,step2_rsi,step2_rsi_divergence,step2_macd_positive,step2_obv_rising,step3_signal,step3_score,step3_rs_slope,step3_outperformance
CELZ,2025-12-24,0,5,2.2200000286102295,43400,False,0,0.882,False,False,5,50.0,True,True,True,False,0,-9.76e-06,-2.36
CGV,2025-12-24,0,5,14.930000305175781,85900,False,5,0.605,True,False,0,53.72,False,True,True,False,0,-0.00012184,-2.82
CHIQ,2025-12-24,0,5,21.709999084472656,5200,False,0,0.911,False,False,5,47.83,True,True,True,False,0,-6.684e-05,-0.62
CHNR,2025-12-24,0,5,3.6700000762939453,4300,False,4,0.503,False,False,1,49.54,False,True,True,False,0,-7.985e-05,-6.03
CHPY,2025-12-24,0,5,56.54999923706055,75600,False,3,1.038,True,False,0,50.34,True,True,True,False,2,0.00022175,1.23
CJMB,2025-12-24,0,5,1.3899999856948853,15500,False,0,1.019,False,False,5,46.23,True,True,False,False,0,-4.118e-05,-6.5
CMI,2025-12-24,0,5,517.5999755859375,189400,False,3,0.955,True,False,0,53.4,False,True,True,False,2,0.00221224,1.04
CMPX,2025-12-24,0,5,5.139999866485596,631000,False,3,1.077,True,False,2,38.1,True,True,False,False,0,8.49e-06,-0.37
CNC,2025-12-24,0,5,39.88999938964844,2539500,False,3,1.049,True,False,2,56.47,True,True,False,False,0,-5.091e-05,-0.65
CNEY,2025-12-24,0,5,0.5849999785423279,35700,False,0,1.909,False,False,5,18.79,True,True,True,False,0,-1.269e-05,-2.87
CNOBP,2025-12-24,0,5,24.299999237060547,2800,False,3,1.093,True,False,2,66.13,True,True,True,False,0,-0.00017257,-2.01
CNP,2025-12-24,0,5,38.20000076293945,2593100,False,0,1.156,False,False,5,45.53,True,True,True,False,0,-0.00027819,-2.46
BEEP,2025-12-24,0,4,2.7300000190734863,68300,False,0,0.965,False,False,4,55.56,True,True,False,False,0,-2.722e-05,-3.09
BEMB,2025-12-24,0,4,53.928001403808594,2500,False,3,1.422,True,False,1,60.7,False,True,True,False,0,-0.00043138,-2.23
BEN,2025-12-24,0,4,24.18000030517578,1583600,False,3,1.077,True,False,1,67.22,False,True,True,False,0,-9.229e-05,-1.19
BENJ,2025-12-24,0,4,51.84000015258789,5100,False,3,1.106,True,False,1,100.0,False,True,True,False,0,-0.00042159,-2.27
BEP,2025-12-24,0,4,27.43000030517578,141600,False,0,0.928,False,False,4,35.49,True,True,True,False,0,4.656e-05,0.49
BEPI,2025-12-24,0,4,16.260000228881836,4600,False,3,1.213,True,False,1,51.28,False,True,True,False,0,-9.221e-05,-1.74
BFOR,2025-12-24,0,4,84.18000030517578,6100,False,3,1.142,True,False,1,64.78,True,True,True,False,0,-0.00027924,-0.89
BGRN,2025-12-24,0,4,47.95899963378906,19200,False,3,1.087,True,False,1,55.43,True,True,True,False,0,-0.00039274,-2.32
BHP,2025-12-24,0,4,60.869998931884766,855000,False,3,0.847,True,False,1,61.61,False,True,True,False,0,0.00022112,0.34
BHVN,2025-12-24,0,4,10.8100004196167,1441500,False,3,1.106,True,False,1,63.89,True,True,False,False,0,-0.00023668,-5.23
BIDU,2025-12-24,0,4,123.36000061035156,477300,False,3,1.212,True,False,1,56.11,False,True,True,False,0,-0.00018503,0.02
BIL,2025-12-24,0,4,91.33000183105469,5073500,False,3,1.16,True,False,1,100.0,False,True,True,False,0,-0.00074975,-2.29
BILL,2025-12-24,0,4,55.22999954223633,799200,False,3,1.095,True,False,1,63.25,False,True,True,False,0,-0.00049415,-1.81
BILS,2025-12-24,0,4,99.1449966430664,340900,False,3,0.911,True,False,1,100.0,False,True,True,False,0,-0.00081104,-2.29
BILZ,2025-12-24,0,4,101.01000213623047,136500,False,3,1.146,True,False,1,100.0,True,True,True,False,0,-0.00082891,-2.3
BIPC,2025-12-24,0,4,46.5,219300,False,3,0.92,True,False,1,45.36,False,True,True,False,0,-2.504e-05,-0.07
BIV,2025-12-24,0,4,77.94999694824219,1225100,False,3,0.977,True,False,1,52.42,True,True,False,False,0,-0.00067847,-2.41
BJ,2025-12-24,0,4,94.4800033569336,633900,False,3,0.908,True,False,1,61.0,False,True,False,False,0,-0.0009261,-2.26
BKAG,2025-12-24,0,4,42.560001373291016,85400,False,3,0.958,True,False,1,55.49,True,True,False,False,0,-0.00035447,-2.3
BKH,2025-12-24,0,4,69.44999694824219,249600,False,0,1.111,False,False,4,47.01,True,True,False,False,0,-0.00019677,-1.6
BKLC,2025-12-24,0,4,132.83999633789062,45800,False,3,0.962,True,False,1,57.64,False,True,True,False,0,3.149e-05,0.08
BKTI,2025-12-24,0,4,74.55000305175781,10900,False,3,0.828,True,False,1,64.96,False,True,False,False,0,-0.00112758,-2.94
BKUI,2025-12-24,0,4,49.89500045776367,1800,False,3,1.148,True,False,1,92.0,False,True,False,False,0,-0.00041267,-2.32
BLBX,2025-12-24,0,4,8.3100004196167,51000,False,3,1.015,True,False,1,50.0,False,True,True,False,0,4.796e-05,0.36
BLKB,2025-12-24,0,4,63.36000061035156,148900,False,3,1.347,True,False,1,52.11,False,True,False,False,0,-0.00076063,-3.39
BLNE,2025-12-24,0,4,2.0199999809265137,167000,False,3,1.061,True,False,1,44.17,False,True,True,False,0,-1.525e-05,0.18
BLST,2025-12-24,0,4,25.3799991607666,2200,False,3,1.467,True,False,1,59.32,True,True,False,False,0,-0.0002177,-2.4
BLTD,2025-12-24,0,4,25.750999450683594,2200,False,0,0.907,False,False,4,48.94,True,True,False,False,0,-0.00019994,-2.16
BLV,2025-12-24,0,4,69.94999694824219,472200,False,0,0.954,False,False,4,48.09,True,True,False,False,0,-0.00053111,-2.13
BMGL,2025-12-24,0,4,0.6460000276565552,16800,False,4,0.563,False,False,0,24.77,False,True,False,False,0,-4.2e-05,-15.06
BMI,2025-12-24,0,4,182.5500030517578,74800,False,3,1.004,True,False,1,58.56,False,True,False,False,0,-0.00162068,-2.42
BMO,2025-12-24,0,4,130.5,267000,False,3,1.168,True,False,1,61.41,True,True,True,False,0,-0.00053839,-1.13
BMY,2025-12-24,0,4,54.709999084472656,10038100,False,3,0.808,True,False,1,66.31,False,True,True,False,0,-3.671e-05,0.23
BNR,2025-12-24,0,4,21.209999084472656,17600,False,3,0.956,True,False,1,51.91,False,True,True,False,0,3.278e-05,0.95
BNS,2025-12-24,0,4,74.08000183105469,1093400,False,3,1.264,True,False,1,75.83,False,True,True,False,0,0.00015625,0.47
BOBP,2025-12-24,0,4,27.231000900268555,800,False,3,1.433,True,False,1,56.56,True,True,True,False,0,-4.393e-05,-0.26
BOH,2025-12-24,0,4,70.31999969482422,125600,False,3,1.036,True,False,1,73.66,False,True,False,False,0,-0.00100346,-3.79
BOKF,2025-12-24,0,4,121.44000244140625,128500,False,3,0.906,True,False,1,70.29,False,True,True,False,0,-0.0002371,-0.58
BOXA,2025-12-24,0,4,105.59100341796875,900,False,3,1.101,True,False,1,50.91,False,True,False,False,0,-0.00096341,-2.49
BOXX,2025-12-24,0,4,114.97000122070312,2039500,False,3,1.014,True,False,1,91.89,True,True,True,False,0,-0.00092041,-2.25
BPAY,2025-12-24,0,4,27.898000717163086,1000,False,3,1.383,True,False,1,49.35,False,True,True,False,0,-9.608e-05,-0.84
BPOPM,2025-12-24,0,4,25.25,700,False,3,1.692,True,False,1,66.84,False,True,False,False,0,-0.00024317,-2.75
BPYPM,2025-12-24,0,4,15.65999984741211,9000,False,3,1.003,True,False,1,54.62,False,True,True,False,0,-0.00011688,-2.29
BPYPN,2025-12-24,0,4,13.5,1000,False,3,0.991,True,False,1,59.91,True,True,True,False,0,-9.65e-05,-1.99
BPYPO,2025-12-24,0,4,14.600000381469727,10500,False,3,0.841,True,False,1,62.11,True,True,True,False,0,-0.00011817,-2.01
BRKD,2025-12-24,0,4,23.118999481201172,300,False,3,1.005,True,False,1,52.37,False,True,False,False,0,-0.00018144,-1.82
BRO,2025-12-24,0,4,80.81999969482422,1109200,False,3,1.031,True,False,1,54.54,True,True,False,False,0,-0.00078436,-2.67
BROS,2025-12-24,0,4,64.0999984741211,1193700,False,3,0.914,True,False,1,62.47,False,True,False,False,0,-0.00098828,-3.7
BRR,2025-12-24,0,4,3.1700000762939453,558300,False,0,1.181,False,False,4,18.79,True,True,False,False,0,-6.158e-05,-3.3
BRTX,2025-12-24,0,4,1.190000057220459,18400,False,3,1.086,True,False,1,64.29,False,True,False,False,0,-5.52e-06,-1.51
BRZE,2025-12-24,0,4,35.83000183105469,648800,False,3,1.019,True,False,1,72.04,False,True,False,False,0,-0.00017737,-1.82
BSAA,2025-12-24,0,4,10.100000381469727,0,False,0,3.457,False,False,4,31.25,True,True,True,False,0,-8.267e-05,-2.31
BSAAU,2025-12-24,0,4,10.300000190734863,0,False,3,9.118,True,False,1,62.9,True,True,True,False,0,-8.657e-05,-2.36
BSCQ,2025-12-24,0,4,19.555999755859375,442800,False,3,1.054,True,False,1,77.55,True,True,True,False,0,-0.00015682,-2.24
BSCR,2025-12-24,0,4,19.700000762939453,492000,False,3,0.958,True,False,1,77.61,False,True,True,False,0,-0.00016468,-2.35
BSCS,2025-12-24,0,4,20.56999969482422,786100,False,3,0.77,True,False,1,70.97,True,True,False,False,0,-0.00017209,-2.33
BSCT,2025-12-24,0,4,18.829999923706055,409100,False,3,0.831,True,False,1,64.01,True,True,False,False,0,-0.00015668,-2.3
BSCU,2025-12-24,0,4,16.920000076293945,419400,False,3,1.184,True,False,1,59.94,True,True,False,False,0,-0.00014373,-2.34
BSCV,2025-12-24,0,4,16.700000762939453,255300,False,3,0.949,True,False,1,59.09,True,True,True,False,0,-0.0001367,-2.28
BSCW,2025-12-24,0,4,20.899999618530273,108700,False,3,0.898,True,False,1,57.58,True,True,True,False,0,-0.00016603,-2.2
BSCX,2025-12-24,0,4,21.479999542236328,132700,False,3,0.927,True,False,1,54.91,True,True,False,False,0,-0.00017576,-2.28
BSCY,2025-12-24,0,4,21.059999465942383,40600,False,3,1.565,True,False,1,56.26,True,True,False,False,0,-0.00016748,-2.21
BSMV,2025-12-24,0,4,21.114999771118164,39600,False,3,1.092,True,False,1,63.14,False,True,False,False,0,-0.0001925,-2.52
BSV,2025-12-24,0,4,78.73999786376953,1731500,False,3,1.039,True,False,1,61.69,False,True,False,False,0,-0.0006764,-2.38
BTBD,2025-12-24,0,4,1.4249999523162842,23800,False,0,1.033,False,False,4,36.84,True,True,False,False,0,3.7e-06,-0.35
BTBT,2025-12-24,0,4,2.130000114440918,10716100,False,0,0.925,False,False,1,41.13,True,True,False,False,3,-2.88e-06,3.09
BTMD,2025-12-24,0,4,2.7699999809265137,105100,False,3,0.793,True,False,1,59.62,True,True,True,False,0,-3.917e-05,-1.63
BTO,2025-12-24,0,4,35.880001068115234,20000,False,3,0.99,True,False,1,69.68,False,True,False,False,0,-0.00048647,-3.76
BTRN,2025-12-24,0,4,35.194000244140625,100,False,4,0.523,False,False,0,42.75,False,True,False,False,0,-0.00029291,-2.31
BTSGU,2025-12-24,0,4,127.29000091552734,300,False,3,1.492,True,False,1,69.16,False,True,True,False,0,8.596e-05,0.5
BTU,2025-12-24,0,4,30.790000915527344,699900,False,3,1.054,True,False,1,56.65,False,True,True,False,0,-1.91e-06,-0.03
BUD,2025-12-24,0,4,63.83000183105469,1275900,False,3,0.79,True,False,1,65.58,False,True,False,False,0,-0.0008295,-3.47
BUFS,2025-12-24,0,4,23.049999237060547,3200,False,3,1.155,True,False,1,60.0,True,True,True,False,0,-0.00011223,-1.31
BUFY,2025-12-24,0,4,22.2549991607666,2600,False,3,0.995,True,False,1,70.8,True,True,True,False,0,-0.00012268,-1.61
BUI,2025-12-24,0,4,25.649999618530273,54300,False,3,0.88,True,False,1,59.05,False,True,False,False,0,-0.00037921,-3.89
BUL,2025-12-24,0,4,56.36800003051758,2600,False,3,0.915,True,False,1,70.14,False,True,True,False,0,-0.00020656,-1.09
BULD,2025-12-24,0,4,26.790000915527344,100,False,3,1.396,True,False,1,42.47,False,True,True,False,0,-0.00010863,-1.28
BUYW,2025-12-24,0,4,14.329999923706055,162300,False,3,1.092,True,False,1,57.53,True,True,True,False,0,-0.00010993,-2.01
BUYZ,2025-12-24,0,4,40.85599899291992,100,False,3,0.769,True,False,1,52.22,False,True,False,False,0,-0.00024189,-1.27
BWA,2025-12-24,0,4,45.41999816894531,761200,False,3,1.383,True,False,1,63.23,False,True,False,False,0,-0.00028368,-1.78
BWBBP,2025-12-24,0,4,19.399999618530273,2000,False,0,1.26,False,False,4,40.31,True,True,False,False,0,-7.173e-05,-0.25
BWG,2025-12-24,0,4,8.479999542236328,40600,False,3,0.943,True,False,1,52.86,False,True,True,False,0,-4.626e-05,-1.77
BWLP,2025-12-24,0,4,12.600000381469727,60100,False,3,0.882,True,False,1,48.57,True,True,True,False,0,-3.343e-05,-0.83
BWNB,2025-12-24,0,4,24.510000228881836,1000,False,3,1.473,True,False,1,68.92,False,True,True,False,0,-0.00013044,-1.49
BWSN,2025-12-24,0,4,25.18000030517578,2100,False,3,1.416,True,False,1,71.08,False,True,True,False,0,-2.162e-05,-0.07
BWZ,2025-12-24,0,4,27.469999313354492,16000,False,3,1.104,True,False,1,60.0,False,True,True,False,0,-0.0001421,-1.66
BX,2025-12-24,0,4,155.57000732421875,1432900,False,3,1.028,True,False,1,58.75,False,True,False,False,0,-0.0002367,-1.16
BYRE,2025-12-24,0,4,24.628000259399414,6300,False,0,0.968,False,False,4,46.33,True,True,True,False,0,-0.0001934,-2.2
CAAS,2025-12-24,0,4,4.25,43900,False,3,0.881,True,False,1,57.14,False,True,False,False,0,-5.217e-05,-3.75
CAF,2025-12-24,0,4,17.229999542236328,3300,False,3,0.836,True,False,1,76.3,True,True,True,False,0,3.044e-05,0.34
CAI,2025-12-24,0,4,28.239999771118164,551200,False,3,1.089,True,False,1,49.38,False,True,True,False,0,-0.00011547,-0.99
CAKE,2025-12-24,0,4,51.650001525878906,337400,False,3,0.813,True,False,1,68.8,False,True,True,False,0,-0.00057283,-2.38
CAPS,2025-12-24,0,4,0.7400000095367432,111700,False,0,1.496,False,False,2,38.46,True,True,True,False,2,2.64e-06,1.87
CARD,2025-12-24,0,4,2.4000000953674316,1000,False,0,0.886,False,False,4,36.81,True,True,True,False,0,-1.397e-05,-3.18
CARG,2025-12-24,0,4,38.88999938964844,239900,False,3,0.822,True,False,1,80.61,True,True,True,False,0,-0.00013933,-1.24
CARU,2025-12-24,0,4,35.073001861572266,100,False,3,3.765,True,False,1,58.71,False,True,False,False,0,-0.00043522,-2.09
CARY,2025-12-24,0,4,21.0049991607666,65200,False,3,0.926,True,False,1,67.61,True,True,False,False,0,-0.000171,-2.26
CB,2025-12-24,0,4,313.32000732421875,488200,False,3,0.961,True,False,1,76.02,False,True,False,False,0,-0.00153678,-1.6
CBIO,2025-12-24,0,4,12.369999885559082,31500,False,0,1.458,False,False,4,45.55,True,True,False,False,0,-1.942e-05,-1.13
CBOA,2025-12-24,0,4,25.71500015258789,100,False,3,0.825,True,False,1,44.53,False,True,True,False,0,-0.0001757,-1.85
CBOE,2025-12-24,0,4,255.9600067138672,219200,False,3,1.05,True,False,1,51.44,False,True,True,False,0,0.00111284,0.57
CBRE,2025-12-24,0,4,164.94000244140625,479100,False,3,0.887,True,False,1,58.42,False,True,True,False,0,0.00024043,0.37
CBZ,2025-12-24,0,4,52.5099983215332,181000,False,3,0.842,True,False,1,43.55,False,True,True,False,0,-0.00039331,-1.96
CCCS,2025-12-24,0,4,8.010000228881836,1983452,False,3,0.953,True,False,1,65.43,False,True,False,False,0,-4.226e-05,-1.98
CCI,2025-12-24,0,4,87.8499984741211,912500,False,0,1.191,False,False,4,51.19,True,True,True,False,0,-0.00026202,-1.26
CCK,2025-12-24,0,4,102.69000244140625,352400,False,3,0.834,True,False,1,61.45,False,True,False,False,0,-0.00066643,-2.23
CCNEP,2025-12-24,0,4,24.75,1300,False,3,1.099,True,False,1,41.12,False,True,True,False,0,-0.00016353,-2.36
CCSO,2025-12-24,0,4,25.334999084472656,800,False,3,0.784,True,False,1,50.12,True,True,True,False,0,2.105e-05,0.44
CEFA,2025-12-24,0,4,37.75600051879883,800,False,3,1.289,True,False,1,61.36,True,True,True,False,0,-0.00012012,-1.02
CEG,2025-12-24,0,4,363.95001220703125,628400,False,3,1.293,True,False,1,48.22,False,True,False,False,0,-0.0013235,-1.55
CETY,2025-12-24,0,4,0.8790000081062317,29900,False,0,1.478,False,False,4,19.72,True,True,True,False,0,-3.52e-06,-0.74
CEW,2025-12-24,0,4,19.3799991607666,4800,False,3,0.83,True,False,1,61.67,False,True,False,False,0,-0.00015384,-2.2
CFG,2025-12-24,0,4,59.86000061035156,1111600,False,3,0.822,True,False,1,79.35,False,True,True,False,0,-2.557e-05,0.12
CGCB,2025-12-24,0,4,26.530000686645508,504900,False,3,0.936,True,False,1,45.76,False,True,False,False,0,-0.00026159,-2.81
CGIE,2025-12-24,0,4,35.060001373291016,285500,False,3,0.873,True,False,1,59.92,True,True,True,False,0,-0.00013633,-1.15
CGMU,2025-12-24,0,4,27.350000381469727,588500,False,3,0.986,True,False,1,48.78,False,True,True,False,0,-0.00024339,-2.58
CGNT,2025-12-24,0,4,9.539999961853027,233600,False,3,0.957,True,False,1,71.0,False,True,False,False,0,-6.546e-05,-2.25
CGVV,2025-12-24,0,4,27.350000381469727,3700,False,3,0.731,True,False,1,57.43,True,True,True,False,0,-8.827e-05,-0.96
CHEF,2025-12-24,0,4,63.470001220703125,166600,False,3,0.866,True,False,1,64.98,True,True,True,False,0,-0.0005943,-2.28
CHRW,2025-12-24,0,4,164.9499969482422,428100,False,3,0.784,True,False,1,64.21,True,True,True,False,0,-0.00168426,-2.41
CHSCL,2025-12-24,0,4,25.309999465942383,16300,False,3,1.238,True,False,1,68.92,False,True,False,False,0,-0.00022162,-2.46
CHSCM,2025-12-24,0,4,24.670000076293945,18900,False,3,1.11,True,False,1,55.4,False,True,False,False,0,-0.00022669,-2.64
CHSCN,2025-12-24,0,4,24.899999618530273,13900,False,3,1.273,True,False,1,65.94,False,True,False,False,0,-0.00025065,-2.76
CHSCP,2025-12-24,0,4,27.770000457763672,5800,False,3,0.842,True,False,1,61.87,False,True,True,False,0,-0.00021566,-1.85
CHT,2025-12-24,0,4,41.31999969482422,55100,False,0,1.131,False,False,4,49.02,True,True,True,False,0,-0.00014581,-0.93
CIM,2025-12-24,0,4,12.899999618530273,360300,False,3,0.969,True,False,1,51.13,False,True,False,False,0,-0.00015687,-2.97
CIMP,2025-12-24,0,4,25.059999465942383,7400,False,3,1.105,True,False,1,57.58,True,True,True,False,0,-0.00019582,-2.24
CIX,2025-12-24,0,4,22.59000015258789,4400,False,3,1.492,True,False,1,54.64,False,True,False,False,0,-0.00065464,-9.39
CL,2025-12-24,0,4,80.25,1879800,False,3,1.137,True,False,1,60.56,False,True,True,False,0,0.00030396,0.88
CLBT,2025-12-24,0,4,18.739999771118164,230300,False,3,0.847,True,False,1,56.25,False,True,True,False,0,-0.00019435,-2.14
CLFD,2025-12-24,0,4,29.43000030517578,50900,False,0,1.025,False,False,4,53.58,True,True,True,False,0,4.895e-05,-0.7
CLOA,2025-12-24,0,4,51.67599868774414,245000,False,3,1.089,True,False,1,82.68,False,True,True,False,0,-0.00041292,-2.23
CLOB,2025-12-24,0,4,51.018001556396484,24500,False,3,1.533,True,False,1,68.34,True,True,False,False,0,-0.00039966,-2.18
CLOD,2025-12-24,0,4,33.03799819946289,100,False,3,1.495,True,False,1,46.3,False,True,True,False,0,-7.496e-05,-0.55
CLOI,2025-12-24,0,4,53.029998779296875,102100,False,3,1.045,True,False,1,80.14,True,True,True,False,0,-0.00039687,-2.13
CLRO,2025-12-24,0,4,5.139999866485596,29300,False,4,0.57,False,False,0,47.23,False,False,True,False,0,-0.00010874,-6.28
CLSD,2025-12-24,0,4,0.7900000214576721,2130,False,0,1.729,False,False,1,45.04,False,True,True,False,3,-6.52e-06,2.98
CMA,2025-12-24,0,4,88.51000213623047,945300,False,3,1.076,True,False,1,74.83,False,True,True,False,0,-0.00052907,-1.64
CMBS,2025-12-24,0,4,49.099998474121094,11300,False,3,1.065,True,False,1,53.25,True,True,False,False,0,-0.00043126,-2.45
CMCM,2025-12-24,0,4,6.360000133514404,3000,False,0,1.194,False,False,4,37.5,True,False,False,False,0,-0.00012013,-4.21
CMCSA,2025-12-24,0,4,29.780000686645508,10352900,False,3,1.065,True,False,1,69.08,False,True,False,False,0,-0.00042287,-3.98
CMS,2025-12-24,0,4,70.11000061035156,719500,False,0,1.069,False,False,4,38.49,True,True,True,False,0,-0.00061248,-3.07
CMT,2025-12-24,0,4,20.6299991607666,12500,False,3,0.953,True,False,1,69.57,False,True,True,False,0,-0.00045584,-4.26
CNBS,2025-12-24,0,4,28.790000915527344,37400,False,3,1.2,True,False,1,56.56,False,True,True,False,0,-0.00083716,-6.42
CNI,2025-12-24,0,4,98.69000244140625,291100,False,3,1.24,True,False,1,50.76,False,True,True,False,0,-0.00101264,-3.25
CNM,2025-12-24,0,4,54.189998626708984,547600,False,3,0.951,True,False,1,66.41,False,True,False,False,0,-0.0004175,-2.01
CNR,2025-12-24,0,4,89.11000061035156,275800,False,3,1.137,True,False,1,62.44,False,True,False,False,0,-0.00060526,-2.35
CNTX,2025-12-24,0,4,1.149999976158142,115400,False,3,0.883,True,False,1,60.0,False,True,False,False,0,-3.311e-05,-2.36
CNXC,2025-12-24,0,4,41.689998626708984,550800,False,3,0.909,True,False,1,75.4,False,True,True,False,0,-0.00011194,1.35
BFIN,2025-12-24,0,3,12.350000381469727,9300,False,3,0.805,True,False,0,55.7,False,False,False,False,0,-0.00027098,-5.65
BGLC,2025-12-24,0,3,4.150000095367432,2700,False,0,2.439,False,False,3,41.18,True,True,True,False,0,-4.797e-05,-1.87
BHB,2025-12-24,0,3,32.0,31200,False,3,1.034,True,False,0,60.77,False,False,False,False,0,-0.00073428,-6.61
BHF,2025-12-24,0,3,64.75,237500,False,3,1.117,True,False,0,25.48,False,True,False,False,0,-0.00066498,-2.71
BHFAM,2025-12-24,0,3,11.180000305175781,40700,False,0,0.939,False,False,3,46.95,True,True,True,False,0,-6.579e-05,-1.55
BIP,2025-12-24,0,3,35.04999923706055,218700,False,3,1.083,True,False,0,40.2,False,True,True,False,0,-0.00013731,-0.91
BIPJ,2025-12-24,0,3,24.959999084472656,5000,False,3,1.037,True,False,0,59.99,False,True,False,False,0,-0.00026499,-2.32
BIRD,2025-12-24,0,3,4.070000171661377,24600,False,0,1.164,False,False,3,11.9,True,True,True,False,0,-2.091e-05,-2.11
BKSE,2025-12-24,0,3,115.44499969482422,1100,False,3,0.885,True,False,0,56.1,False,False,True,False,0,-0.00045832,-1.03
BKU,2025-12-24,0,3,45.220001220703125,271300,False,3,0.979,True,False,0,59.0,False,False,False,False,0,-0.00048926,-2.93
BL,2025-12-24,0,3,57.41999816894531,147000,False,3,0.886,True,False,0,44.24,False,False,True,False,0,-0.00062506,-3.03
BLCO,2025-12-24,0,3,17.010000228881836,93100,False,3,0.999,True,False,0,54.95,False,False,True,False,0,-0.0001103,-1.71
BLFY,2025-12-24,0,3,12.739999771118164,155200,False,3,1.178,True,False,0,73.91,False,False,False,False,0,-0.00013398,-3.6
BLRX,2025-12-24,0,3,2.930000066757202,4800,False,0,0.917,False,False,3,36.8,True,True,True,False,0,-3.951e-05,-3.37
BLTE,2025-12-24,0,3,155.0,112900,False,3,1.101,True,False,0,55.63,False,False,False,False,0,-0.00138592,-2.06
BLUW,2025-12-24,0,3,10.270000457763672,1200,False,3,1.502,True,False,0,40.32,False,False,True,False,0,-7.898e-05,-2.16
BLUWU,2025-12-24,0,3,10.579999923706055,0,False,3,9.706,True,False,0,48.91,False,True,True,False,0,-7.262e-05,-1.88
BLZE,2025-12-24,0,3,4.800000190734863,203800,False,0,1.067,False,False,1,47.58,False,True,True,False,2,1.312e-05,1.99
BMA,2025-12-24,0,3,91.01000213623047,50900,False,3,1.011,True,False,0,55.62,False,False,False,False,0,-0.00116437,-3.95
BMDL,2025-12-24,0,3,25.236000061035156,800,False,0,4.706,False,False,3,51.98,True,True,True,False,0,-0.00021466,-2.35
BNDI,2025-12-24,0,3,47.619998931884766,22500,False,3,1.056,True,False,0,44.91,False,False,False,False,0,-0.00045977,-2.79
BNDS,2025-12-24,0,3,50.599998474121094,16900,False,3,1.065,True,False,0,52.51,False,True,True,False,0,-0.00041543,-2.24
BNTX,2025-12-24,0,3,95.02999877929688,765900,False,0,0.845,False,False,1,45.91,False,True,True,False,2,0.00050228,1.55
BODI,2025-12-24,0,3,10.8100004196167,11900,False,3,1.102,True,False,0,53.85,False,False,False,False,0,-0.0004606,-10.51
BPRN,2025-12-24,0,3,35.310001373291016,4900,False,3,0.875,True,False,0,60.05,False,False,False,False,0,-0.0006493,-6.12
BR,2025-12-24,0,3,228.3800048828125,146700,False,3,1.102,True,False,0,46.98,False,True,False,False,0,-0.00118728,-1.58
BRBI,2025-12-24,0,3,13.529999732971191,0,False,0,1.594,False,False,3,29.43,True,True,False,False,0,3.725e-05,0.77
BRC,2025-12-24,0,3,80.12999725341797,59400,False,3,1.026,True,False,0,60.38,False,False,False,False,0,-0.00136063,-4.75
BRKC,2025-12-24,0,3,45.22800064086914,1800,False,0,1.258,False,False,3,47.85,True,True,True,False,0,-0.00040923,-2.84
BRKU,2025-12-24,0,3,24.709999084472656,86100,False,0,1.525,False,False,3,45.93,True,True,False,False,0,-0.00026223,-3.82
BRKW,2025-12-24,0,3,44.66999816894531,6900,False,0,1.123,False,False,3,47.22,True,True,False,False,0,-0.00040004,-2.97
BRSP,2025-12-24,0,3,5.889999866485596,288600,False,3,1.237,True,False,0,75.56,False,False,False,False,0,-6.724e-05,-3.2
BSJQ,2025-12-24,0,3,23.329999923706055,131900,False,3,1.453,True,False,0,71.43,False,True,False,False,0,-0.00019012,-2.27
BSMR,2025-12-24,0,3,23.645000457763672,32500,False,3,1.09,True,False,0,62.21,False,True,True,False,0,-0.00019175,-2.27
BSRR,2025-12-24,0,3,33.369998931884766,39500,False,3,1.024,True,False,0,61.31,False,False,False,False,0,-0.0005225,-4.18
BSVO,2025-12-24,0,3,23.709999084472656,111300,False,3,1.097,True,False,0,59.27,False,False,False,False,0,-0.00025516,-2.98
BTCL,2025-12-24,0,3,29.010000228881836,125400,False,0,1.059,False,False,1,35.74,False,True,True,False,2,6.518e-05,1.77
BTF,2025-12-24,0,3,5.179999828338623,48000,False,0,1.544,False,False,1,40.08,False,True,False,False,2,8.33e-06,1.55
BTFX,2025-12-24,0,3,33.710899353027344,0,False,0,1.301,False,False,1,58.73,True,True,True,False,2,0.00018681,1.27
BUCK,2025-12-24,0,3,23.65999984741211,154800,False,3,0.966,True,False,0,43.74,False,False,True,False,0,-0.00018802,-2.34
BVS,2025-12-24,0,3,7.380000114440918,197800,False,3,1.022,True,False,0,43.81,False,False,False,False,0,-0.00015127,-6.51
BWB,2025-12-24,0,3,18.170000076293945,42300,False,3,0.979,True,False,0,52.76,False,False,False,False,0,-0.0003955,-6.02
BWFG,2025-12-24,0,3,47.75,16800,False,3,0.939,True,False,0,50.87,False,False,False,False,0,-0.00159012,-9.53
BXMT,2025-12-24,0,3,19.829999923706055,656700,False,3,0.922,True,False,0,52.9,False,False,True,False,0,-0.00030538,-3.75
BXP,2025-12-24,0,3,69.22000122070312,446300,False,0,1.066,False,False,3,43.47,True,True,False,False,0,-0.00055899,-2.31
BY,2025-12-24,0,3,29.829999923706055,147000,False,3,0.972,True,False,0,59.52,False,False,False,False,0,-0.00068552,-5.91
CAAP,2025-12-24,0,3,26.020000457763672,102200,False,3,0.835,True,False,0,49.87,False,True,True,False,0,-7.105e-05,-1.43
