ticker,date,signals_met,total_score,current_price,volume,step1_signal,step1_score,step1_red_volume_ratio,step1_red_day_avg_volume,step1_green_day_avg_volume,step1_20d_avg_volume,step1_red_day_count,step1_green_day_count,step1_price_above_ema,step2_signal,step2_score,step2_rsi,step2_rsi_divergence,step2_rsi_in_accumulation_zone,step2_macd_histogram,step2_macd_histogram_prev,step2_macd_improving_from_negative,step2_macd_histogram_positive,step2_macd_turning_positive,step2_obv_rising,step3_signal,step3_score,step3_rs_slope,step3_rs_slope_recent,step3_rs_just_turned_positive,step3_outperformance,step3_stock_change_20d
EDV,2026-01-15,2,19,66.37000274658203,671300,False,4,0.951,997912.0,1083017.0,1048975.0,8,12,True,True,6,52.52,True,True,0.1753,0.1473,False,True,True,True,True,9,0.00036884,0.00062463,False,1.01,1.42
CRF,2026-01-15,2,18,8.010000228881836,1779500,True,7,0.631,1051229.0,1997915.0,1666575.0,7,13,True,False,3,72.19,False,False,0.0065,0.0091,False,True,True,True,True,8,3.757e-05,3.9e-06,False,0.98,4.33
CTRE,2026-01-15,1,18,37.470001220703125,2367500,False,5,0.887,1574100.0,1906742.0,1773685.0,8,12,True,False,4,60.75,False,True,0.0842,0.0839,False,True,True,False,True,9,8.313e-05,0.00013896,False,0.64,4.05
CYH,2026-01-15,1,18,3.3399999141693115,882200,False,4,0.931,1042467.0,1236475.0,1120070.0,12,8,True,False,4,57.83,False,True,0.016,0.0142,False,True,True,False,True,10,-4.27e-06,4.136e-05,True,0.87,4.37
CYTK,2026-01-15,1,18,63.439998626708984,1409700,False,5,0.866,1952554.0,2818829.0,2255750.0,13,7,True,False,5,48.17,False,True,0.1097,0.1613,False,True,True,True,True,8,0.00037517,0.00018033,False,1.75,6.05
CZR,2026-01-15,2,18,25.350000381469727,7262400,False,4,0.915,3937655.0,4748144.0,4302375.0,11,9,True,True,6,55.94,True,True,0.0402,-0.0065,False,True,True,True,True,8,0.00023687,0.00039352,False,3.19,6.74
DEFT,2026-01-15,2,18,1.100000023841858,6128500,False,4,0.941,6201275.0,7170438.0,6588940.0,12,8,True,True,8,61.76,True,True,0.046,0.0473,False,True,True,True,True,6,3.076e-05,1.617e-05,False,8.11,8.91
DFCF,2026-01-15,2,18,42.709999084472656,786400,False,4,0.917,861125.0,991675.0,939455.0,8,12,True,True,6,55.26,True,True,0.0077,0.0095,False,True,True,True,True,8,9.979e-05,8.245e-05,False,0.31,0.52
DGRO,2026-01-15,1,18,71.48999786376953,3084000,False,4,0.978,1986414.0,2056215.0,2031785.0,7,13,True,False,5,64.85,False,True,0.0873,0.0734,False,True,True,True,True,9,0.0003029,0.00051026,False,1.0,3.28
DIA,2026-01-15,1,18,494.4800109863281,8518500,False,4,0.915,4892743.0,5596108.0,5349930.0,7,13,True,False,4,59.74,False,True,0.1739,0.1985,False,True,True,False,True,10,9.131e-05,0.00261826,True,0.15,3.28
DIVO,2026-01-15,1,18,45.47999954223633,759900,False,4,0.985,894262.0,917575.0,908250.0,8,12,True,False,5,55.48,False,True,0.0153,0.0193,False,True,True,True,True,9,6.861e-05,0.00015893,False,0.26,2.28
DOV,2026-01-15,1,18,205.86000061035156,1147500,False,5,0.845,828567.0,1105045.0,980630.0,9,11,True,False,5,62.76,False,True,0.0385,-0.0483,False,True,True,True,True,8,0.00163464,0.00138015,False,2.23,4.95
DY,2026-01-15,2,18,365.6499938964844,378600,True,8,0.553,302323.0,1001843.0,547155.0,13,7,True,False,4,61.42,False,True,0.5886,-0.3803,False,True,True,True,True,6,0.00947147,0.00688858,False,8.19,7.54
COLB,2026-01-15,2,17,29.25,1914100,False,0,1.002,2085855.0,2078711.0,2082640.0,11,9,False,True,7,57.34,True,True,-0.05,-0.0973,True,False,True,True,True,10,7.956e-05,0.00073846,True,0.95,1.04
COLD,2026-01-15,1,17,13.420000076293945,3560300,False,4,0.952,5005300.0,5424892.0,5257055.0,8,12,True,False,4,69.86,True,False,0.0269,0.0369,False,True,True,True,True,9,0.00010438,0.00011507,False,1.32,8.12
COMM,2026-01-15,2,17,19.100000381469727,4099215,False,4,0.972,3236259.0,3501621.0,3329136.0,13,7,True,True,6,61.25,True,True,0.0855,0.0808,False,True,True,True,True,7,0.00020504,-0.00031551,False,3.51,7.48
CSGS,2026-01-15,2,17,79.4800033569336,409500,True,7,0.62,326371.0,633515.0,526015.0,7,13,True,False,2,88.68,False,False,0.1803,0.2118,False,True,True,False,True,8,0.00012706,0.00011219,False,0.23,3.69
CTLP,2026-01-15,2,17,10.890000343322754,504300,True,6,0.746,622900.0,905567.0,834900.0,5,15,True,False,3,75.51,True,False,0.0241,0.0219,False,True,True,True,True,8,7.245e-05,6.78e-05,False,1.94,2.83
CURB,2026-01-15,2,17,23.979999542236328,507200,True,6,0.791,470600.0,662223.0,595155.0,7,13,True,False,3,74.83,True,False,0.094,0.1014,False,True,True,True,True,8,0.00017339,-7.711e-05,False,2.31,4.16
DFSD,2026-01-15,1,17,48.0099983215332,506800,False,4,0.98,508533.0,520712.0,518885.0,3,17,True,False,5,58.54,True,True,-0.0041,-0.002,False,False,False,True,True,8,0.00010335,6.206e-05,False,0.33,0.29
DHC,2026-01-15,2,17,5.5,1159800,True,8,0.508,620483.0,1477279.0,1220240.0,6,14,True,False,3,77.98,True,False,0.0312,0.0299,False,True,True,True,True,6,2.685e-05,0.00010245,True,2.12,10.66
DUHP,2026-01-15,1,17,38.54999923706055,1205800,False,4,0.991,1167110.0,1188550.0,1177830.0,10,10,True,False,4,51.09,False,True,0.0076,0.0127,False,True,True,False,True,9,4.51e-06,3.258e-05,False,0.03,2.53
EA,2026-01-15,1,17,204.14999389648438,1214700,False,5,0.87,1475300.0,1916830.0,1696065.0,10,10,True,False,4,33.15,False,False,-0.1637,-0.1639,True,False,True,True,True,8,0.00036696,0.00019547,False,0.29,0.26
ELS,2026-01-15,2,17,62.130001068115234,1438300,False,0,1.06,1497030.0,1327320.0,1412175.0,10,10,True,True,8,57.07,True,True,0.1891,0.1287,False,True,True,True,True,9,0.00059154,0.00091336,False,2.38,0.23
CUZ,2026-01-15,1,16,26.850000381469727,1309100,False,4,0.933,1331314.0,1478692.0,1427110.0,7,13,True,False,3,67.76,False,False,0.1218,0.1177,False,True,True,True,True,9,0.00022568,0.00036709,False,2.32,8.22
CVAC,2026-01-15,1,16,4.659999847412109,0,False,5,0.837,1046379.0,1359080.0,1249635.0,7,13,True,True,8,40.34,True,True,0.0527,0.0432,False,True,True,True,False,3,5.776e-05,-4.991e-05,False,3.32,-10.56
CWI,2026-01-15,1,16,37.459999084472656,819600,False,4,0.974,542938.0,566817.0,557265.0,8,12,True,False,3,75.18,False,False,0.0751,0.0813,False,True,True,True,True,9,0.00018551,0.00024705,False,1.42,6.91
DAL,2026-01-15,1,16,71.33999633789062,8219900,False,3,0.79,5759070.0,8826150.0,7292610.0,10,10,False,False,5,51.38,False,True,-0.4318,-0.5395,True,False,True,False,True,8,-0.00052205,0.00156224,True,-1.08,2.32
DBEF,2026-01-15,1,16,50.279998779296875,502800,False,4,0.993,605911.0,614218.0,610480.0,9,11,True,False,3,82.93,False,False,0.1295,0.142,False,True,True,True,True,9,0.00020089,0.0002963,False,1.0,6.6
DFAI,2026-01-15,1,16,39.459999084472656,1468300,False,4,0.97,1410100.0,1488245.0,1453080.0,9,11,True,False,3,73.36,False,False,0.0475,0.0561,False,True,True,True,True,9,0.00014446,0.00019979,False,0.93,5.42
DFAR,2026-01-15,1,16,23.649999618530273,1919500,False,4,0.905,692471.0,804931.0,765570.0,7,13,True,False,3,73.34,True,False,0.0763,0.0605,False,True,True,True,True,9,0.00024173,0.00027911,False,2.51,3.05
DFAX,2026-01-15,1,16,34.099998474121094,767500,False,4,0.985,693186.0,709362.0,703700.0,7,13,True,False,3,77.45,False,False,0.0658,0.0717,False,True,True,True,True,9,0.00017385,0.0002417,False,1.42,6.83
DFEM,2026-01-15,1,16,34.869998931884766,610100,False,4,0.931,716183.0,791800.0,769115.0,6,14,True,False,3,78.14,False,False,0.116,0.1203,False,True,True,True,True,9,0.00021687,0.00036545,False,1.93,9.24
DFIV,2026-01-15,1,16,51.52000045776367,1190800,False,4,0.965,1134929.0,1197985.0,1175915.0,7,13,True,False,3,70.51,False,False,0.0319,0.0249,False,True,True,True,True,9,0.00036878,0.00044242,False,1.76,5.1
DHT,2026-01-15,2,16,13.279999732971191,3028600,False,4,0.938,1945583.0,2266325.0,2073880.0,12,8,True,True,6,64.81,True,True,0.1636,0.1934,False,True,True,True,True,6,5.686e-05,-0.00013019,False,-0.78,4.9
DKNG,2026-01-15,2,16,35.459999084472656,12576000,False,0,1.028,9410289.0,8946182.0,9155030.0,9,11,False,True,6,55.38,False,True,-0.1161,-0.1748,True,False,True,True,True,10,5.284e-05,0.00107267,True,1.09,4.14
DNTH,2026-01-15,2,16,44.0,870100,True,6,0.725,591818.0,1090978.0,816440.0,11,9,True,False,4,52.14,False,True,0.5399,0.458,False,True,True,True,True,6,0.00278542,-0.00054971,False,15.48,6.2
DX,2026-01-15,1,16,14.260000228881836,7170300,False,4,0.967,5749188.0,6080017.0,5947685.0,8,12,True,False,3,74.03,True,False,0.0141,0.004,False,True,True,True,True,9,0.00010705,0.00018127,False,2.27,5.37
ECG,2026-01-15,2,16,89.30000305175781,646600,False,1,0.936,616386.0,756933.0,658550.0,14,6,False,True,7,49.2,False,True,-0.0497,-0.2968,True,False,True,True,True,8,0.0014885,0.0027656,False,4.92,6.17
EKSO,2026-01-15,1,16,8.550000190734863,229600,True,10,0.193,1189562.0,9480067.0,6163865.0,8,12,True,False,2,61.56,False,True,-0.0017,0.0191,False,False,False,False,False,4,9.545e-05,0.00025145,True,8.08,80.76
COWZ,2026-01-15,1,15,62.2599983215332,1422800,False,4,0.947,1267100.0,1375223.0,1337380.0,7,13,True,False,2,70.91,False,False,0.0594,0.0619,False,True,True,False,True,9,0.0002465,0.00038025,False,0.72,3.48
CPAY,2026-01-15,1,15,330.7699890136719,355000,False,5,0.823,421867.0,587136.0,512765.0,9,11,True,False,0,69.46,False,False,1.2948,1.4657,False,True,True,False,True,10,-5.636e-05,0.00029627,True,0.04,7.19
CPER,2026-01-15,1,15,36.77000045776367,1582300,True,6,0.773,847280.0,1346150.0,1096715.0,10,10,True,False,5,61.63,False,True,0.075,0.1235,False,True,True,True,False,4,0.00033336,-2.791e-05,False,1.98,10.65
CRS,2026-01-15,2,15,340.1099853515625,924200,False,1,0.945,784260.0,875910.0,830085.0,10,10,False,True,6,52.59,False,True,-0.6498,-1.7394,True,False,True,True,True,8,0.00390886,0.01493413,False,3.75,7.48
CTRI,2026-01-15,1,15,26.68000030517578,1255400,False,4,0.931,1217660.0,1397710.0,1307685.0,10,10,True,False,3,56.07,True,True,-0.0684,-0.0525,False,False,False,False,True,8,0.00015396,-5.84e-05,False,1.36,6.17
CWK,2026-01-15,1,15,17.06999969482422,1577300,False,5,0.841,1270025.0,1669175.0,1509515.0,8,12,True,False,4,57.03,False,True,0.0316,0.009,False,True,True,False,True,6,6.697e-05,0.00032989,True,2.97,10.77
DAWN,2026-01-15,1,15,10.5,3228600,False,5,0.873,2146260.0,2771200.0,2458730.0,10,10,True,True,8,56.86,True,True,0.1517,0.1633,False,True,True,True,False,2,0.00038194,-4.814e-05,False,17.71,19.86
DEO,2026-01-15,1,15,89.3499984741211,2040000,False,5,0.866,1544183.0,1885171.0,1782875.0,6,14,True,True,6,59.56,True,True,0.5537,0.6448,False,True,True,True,False,4,0.0004936,-0.00027568,False,1.3,-0.5
DVY,2026-01-15,2,15,147.83999633789062,504400,True,6,0.788,501738.0,726575.0,636640.0,8,12,True,False,0,69.25,False,False,0.3757,0.2952,False,True,True,False,True,9,0.00114101,0.00210211,False,1.78,4.0
ECL,2026-01-15,1,15,277.7300109863281,1129000,False,5,0.802,940300.0,1271971.0,1172470.0,6,14,True,False,1,73.68,False,False,1.2263,1.0907,False,True,True,True,True,9,0.00288511,0.00346214,False,2.47,6.05
EFG,2026-01-15,1,15,118.93000030517578,610600,False,5,0.854,627470.0,841950.0,734710.0,10,10,True,False,0,73.72,False,False,0.2917,0.3699,False,True,True,False,True,10,1.955e-05,0.00017504,True,0.13,6.7
EH,2026-01-15,1,15,14.710000038146973,744100,False,5,0.856,758171.0,1182100.0,885350.0,14,6,True,True,6,60.83,True,True,0.1854,0.1975,False,True,True,True,False,4,0.00022493,0.00030451,True,5.64,13.94
ELAN,2026-01-15,1,15,24.18000030517578,4973100,False,4,0.952,4926938.0,5337900.0,5173515.0,8,12,True,False,4,68.99,True,False,0.152,0.1722,False,True,True,True,True,7,0.00032945,-0.00015607,False,3.29,9.51
COGT,2026-01-15,1,14,39.25,2959200,False,4,0.907,2164900.0,2610640.0,2387770.0,10,10,True,True,7,48.22,False,True,-0.1028,-0.3685,True,False,True,True,False,3,0.00162737,0.0029237,False,11.3,-0.51
COSM,2026-01-15,1,14,0.5419999957084656,6801800,False,2,0.802,760983.0,1231088.0,949025.0,12,8,False,False,4,52.34,False,True,0.0058,0.0023,False,True,True,False,True,8,-9.79e-06,5.42e-05,True,-1.19,7.33
CPB,2026-01-15,1,14,26.899999618530273,6598800,False,1,0.969,6285300.0,6738056.0,6489040.0,11,9,False,True,8,41.98,True,True,0.0577,0.0106,False,True,True,True,False,5,0.00024316,0.0006122,False,2.04,-4.89
CPRT,2026-01-15,2,14,41.25,12155600,False,0,1.128,9446550.0,7911864.0,8372270.0,6,14,True,True,6,64.83,True,True,0.2905,0.2112,False,True,True,True,True,8,0.00049067,0.00106028,False,3.83,5.47
CRSP,2026-01-15,0,14,54.209999084472656,1492600,False,5,0.877,1481591.0,1941789.0,1688680.0,11,9,True,False,5,43.78,False,True,0.0436,0.182,False,True,True,True,False,4,0.00043354,-0.00133343,False,0.95,-0.97
CTMX,2026-01-15,1,14,4.25,1852800,False,4,0.942,2792340.0,3135520.0,2963930.0,10,10,True,False,2,44.27,False,True,-0.0118,-0.0108,False,False,False,False,True,8,-2.703e-05,0.00012208,True,-2.04,3.41
CTRA,2026-01-15,1,14,25.729999542236328,40119300,False,2,0.857,7918775.0,10117100.0,9237770.0,8,12,False,True,8,50.42,True,True,-0.0469,-0.0963,True,False,True,True,False,4,0.00036904,0.00042296,False,3.93,-0.73
CTSH,2026-01-15,1,14,84.81999969482422,6120600,False,5,0.895,4056340.0,5006360.0,4531350.0,10,10,True,False,2,48.05,False,True,-0.2169,-0.1693,False,False,False,False,True,7,0.000236,0.00038736,False,-0.25,1.42
CYBN,2026-01-15,1,14,7.849999904632568,508349,False,5,0.886,775037.0,957243.0,875250.0,9,11,True,True,6,45.73,False,True,-0.0523,-0.0568,True,False,True,True,False,3,0.00021566,9.899e-05,False,4.51,15.61
DOC,2026-01-15,1,14,17.549999237060547,7797700,False,4,0.944,8102383.0,8790964.0,8584390.0,6,14,True,False,3,80.65,True,False,0.1738,0.1529,False,True,True,True,True,7,0.00033742,0.00046758,False,5.29,7.68
DOG,2026-01-15,1,14,22.8700008392334,3548900,False,1,0.991,3205977.0,3292686.0,3236325.0,13,7,False,True,9,42.39,True,True,-0.0081,-0.0091,True,False,True,True,False,4,7.928e-05,-4.285e-05,False,0.4,-2.8
DOLE,2026-01-15,1,14,14.869999885559082,414500,False,0,1.292,870800.0,542542.0,673845.0,8,12,False,True,9,44.17,True,True,-0.0251,-0.0563,True,False,True,True,False,5,0.00012825,0.00022548,False,2.53,-3.5
DVN,2026-01-15,1,14,36.31999969482422,22431300,False,4,0.923,8401300.0,9969611.0,9107040.0,11,9,True,True,6,50.49,True,True,0.0248,0.0524,False,True,True,True,False,4,0.00054344,-0.00031691,False,1.83,-1.71
DVS,2026-01-15,1,14,5.010000228881836,1365100,False,4,0.942,1327133.0,1475136.0,1408535.0,9,11,True,True,7,52.02,True,True,0.0222,0.0046,False,True,True,True,False,3,0.00022921,0.00026023,False,14.65,10.35
DXJ,2026-01-15,1,14,155.4499969482422,506000,True,8,0.554,297578.0,732527.0,536800.0,9,11,True,False,1,97.7,False,False,0.7998,0.772,False,True,True,True,False,5,0.0013359,0.00172506,False,2.38,10.11
ECVT,2026-01-15,1,14,10.789999961853027,1064300,True,6,0.756,977540.0,1397353.0,1292400.0,5,15,True,False,3,79.04,False,False,0.0493,0.0506,False,True,True,True,False,5,0.00011255,0.00013971,False,2.25,14.91
EMB,2026-01-15,1,14,96.4000015258789,7040800,False,0,1.009,5985833.0,5851538.0,5932115.0,12,8,True,False,5,45.76,False,True,-0.0348,-0.0451,True,False,True,False,True,9,0.00019285,0.00032653,False,0.31,0.52
EMBC,2026-01-15,0,14,12.600000381469727,382300,False,4,0.973,534700.0,564610.0,549655.0,10,10,True,False,5,60.24,False,True,0.1213,0.1452,False,True,True,True,False,5,-3.814e-05,-2.317e-05,False,-0.99,6.96
COHR,2026-01-15,1,13,195.9600067138672,7022900,False,5,0.878,3347720.0,4274870.0,3811295.0,10,10,True,True,6,52.59,False,True,-1.0603,-1.8642,True,False,True,True,False,2,0.00533748,0.00458591,False,10.32,14.97
COP,2026-01-15,1,13,98.93000030517578,7460000,False,0,1.016,8157754.0,7785171.0,8027350.0,13,7,True,False,4,62.55,False,True,0.273,0.2685,False,True,True,True,True,9,0.00128114,0.00193772,False,1.72,4.18
CP,2026-01-15,1,13,72.38999938964844,1944000,False,0,1.109,2179183.0,1873736.0,1965370.0,6,14,False,True,8,41.49,True,True,-0.2315,-0.3278,True,False,True,True,False,5,0.00042681,0.00136933,False,1.41,-1.54
CPT,2026-01-15,2,13,108.3499984741211,1180300,False,0,1.169,1759567.0,1297773.0,1505580.0,9,11,False,True,6,49.28,False,True,-0.4,-0.4125,True,False,True,True,True,7,0.0001269,0.00071312,False,-0.15,0.52
CSX,2026-01-15,1,13,36.29999923706055,11665000,False,0,1.025,13095344.0,12522773.0,12780430.0,9,11,True,True,9,43.65,True,True,-0.0456,-0.1026,True,False,True,True,False,4,0.00051891,0.00054069,False,3.39,-0.55
CTAS,2026-01-15,1,13,195.5800018310547,1830400,False,0,1.237,2241900.0,1460682.0,1812230.0,9,11,True,False,4,61.48,False,True,0.653,0.5304,False,True,True,True,True,9,0.00122474,0.00237275,False,1.54,4.38
CVBF,2026-01-15,1,13,19.8799991607666,1115800,False,0,1.229,2136160.0,1339740.0,1737950.0,10,10,True,True,8,57.8,True,True,0.0427,-0.0012,False,True,True,True,False,5,0.00020873,0.00055778,False,2.79,-0.81
CWST,2026-01-15,2,13,104.79000091552734,631400,False,0,1.978,2510617.0,737450.0,1269400.0,6,14,True,True,6,60.64,False,True,0.0379,-0.2201,False,True,True,True,True,7,0.0018468,0.00356142,False,5.1,5.38
CXW,2026-01-15,1,13,19.90999984741211,655600,False,0,1.135,940330.0,716340.0,828335.0,10,10,True,False,5,61.28,True,True,0.0354,0.0486,False,True,True,False,True,8,-0.00011324,1.009e-05,True,-1.66,2.26
DAN,2026-01-15,1,13,27.709999084472656,2209000,True,7,0.636,1252680.0,2206933.0,1968370.0,5,15,True,False,1,86.56,True,False,0.211,0.2186,False,True,True,True,False,5,0.00030757,0.00027476,True,4.09,21.43
DBC,2026-01-15,1,13,23.200000762939453,490100,False,0,1.006,610780.0,603980.0,607380.0,10,10,True,False,5,62.03,False,True,0.0696,0.083,False,True,True,True,True,8,0.00015628,-8.556e-05,False,1.57,4.95
DBVT,2026-01-15,1,13,18.799999237060547,378500,False,0,1.19,698500.0,419612.0,586945.0,12,8,False,True,9,48.77,True,True,-0.2437,-0.3783,True,False,True,True,False,4,0.00046259,0.00130558,True,10.79,-16.63
DCGO,2026-01-15,2,13,0.8970000147819519,547500,False,1,0.955,620800.0,669342.0,649925.0,8,12,False,True,6,45.58,True,True,0.0049,0.0043,False,True,True,True,True,6,8.5e-07,2.017e-05,True,0.6,-4.68
DFAC,2026-01-15,1,13,40.779998779296875,2983400,False,0,1.156,2785962.0,2157658.0,2408980.0,8,12,True,False,4,63.6,False,True,0.0344,0.0345,False,True,True,False,True,9,8.322e-05,0.00015865,False,0.51,4.19
DFAU,2026-01-15,1,13,47.810001373291016,682700,False,0,1.087,733267.0,626627.0,674615.0,9,11,True,False,4,57.14,False,True,0.0213,0.0266,False,True,True,False,True,9,3.803e-05,6.174e-05,False,0.22,3.75
DGRW,2026-01-15,1,13,91.12999725341797,754200,False,0,1.142,759688.0,602483.0,665365.0,8,12,True,False,4,59.31,False,True,0.079,0.0972,False,True,True,False,True,9,6.115e-05,0.00011634,False,0.08,3.25
DGX,2026-01-15,1,13,190.25999450683594,1245600,False,5,0.819,735762.0,1006125.0,897980.0,8,12,True,False,1,73.28,False,False,1.7575,1.2012,False,True,True,True,True,7,0.00679191,0.00772627,False,9.83,6.72
DGXX,2026-01-15,1,13,3.009999990463257,5132100,False,4,0.994,3533709.0,3578578.0,3553900.0,11,9,True,True,7,62.02,True,True,0.0984,0.1075,False,True,True,True,False,2,9.048e-05,-9.61e-05,False,5.88,27.54
DJTU,2026-01-15,1,13,4.150000095367432,508500,True,8,0.553,1285123.0,4257057.0,2325300.0,13,7,True,False,5,42.78,True,True,0.0035,0.0221,False,True,True,False,False,0,-0.00011717,-0.00012312,False,-9.52,47.69
DNP,2026-01-15,1,13,10.0,620500,False,0,1.044,703625.0,628750.0,673675.0,12,8,True,False,5,49.5,False,True,0.0103,0.0091,False,True,True,True,True,8,2.339e-05,2.314e-05,False,0.56,0.65
DUK,2026-01-15,1,13,118.9000015258789,3715200,False,0,1.144,3717200.0,3047793.0,3248615.0,6,14,True,False,4,58.31,False,True,0.367,0.3065,False,True,True,True,True,9,0.00109779,0.00127766,False,2.06,1.25
DXD,2026-01-15,1,13,19.40999984741211,2089800,False,0,1.078,1941646.0,1538714.0,1800620.0,13,7,False,True,9,41.9,True,True,-0.0103,-0.012,True,False,True,True,False,4,0.00010639,-0.00011322,False,0.63,-5.7
EBC,2026-01-15,1,13,19.559999465942383,1461200,False,0,1.088,1949318.0,1599156.0,1791745.0,11,9,True,False,3,66.26,True,False,0.013,-0.0084,False,True,True,False,True,10,3.112e-05,0.00037709,True,0.88,3.11
EDIT,2026-01-15,1,13,2.0899999141693115,1920900,False,1,0.961,1809129.0,2053867.0,1882550.0,14,6,False,True,8,43.02,True,True,0.0204,0.0231,False,True,True,True,False,4,2.252e-05,3.33e-06,False,1.23,-11.81
EL,2026-01-15,1,13,115.6500015258789,4007000,False,4,0.937,3025500.0,3435240.0,3230370.0,10,10,True,False,1,66.65,False,False,0.5434,0.5697,False,True,True,True,True,8,0.00131787,0.00038602,False,1.95,9.83
CODI,2026-01-15,1,12,5.400000095367432,3181600,False,5,0.824,1143544.0,1587027.0,1387460.0,9,11,True,True,6,60.66,True,True,0.1216,0.121,False,True,True,True,False,1,-6.36e-06,0.00013112,False,-1.55,10.88
COR,2026-01-15,1,12,355.3500061035156,1084700,False,5,0.87,956271.0,1175608.0,1098840.0,7,13,True,False,1,67.9,False,False,1.7383,1.1036,False,True,True,True,True,6,0.00740355,0.00739108,False,6.12,3.61
CRE,2026-01-15,1,12,0.28299999237060547,370900,True,7,0.283,170755.0,1133500.0,603990.0,11,9,False,False,4,44.1,False,True,0.0041,0.0042,False,True,True,False,False,1,-5.41e-06,4.05e-06,False,-6.34,-13.19
CRML,2026-01-15,1,12,17.25,28970000,True,8,0.577,10135038.0,22539283.0,17577585.0,8,12,True,False,1,77.23,False,False,0.9382,0.9366,False,True,True,True,False,3,0.00114191,0.00271569,False,15.46,137.6
CRNT,2026-01-15,0,12,2.3399999141693115,750900,False,5,0.887,637780.0,746373.0,719225.0,5,15,True,False,4,69.49,True,False,0.0224,0.0188,False,True,True,True,False,3,4.728e-05,8.3e-05,False,6.63,15.84
CTM,2026-01-15,1,12,1.0399999618530273,1063100,False,0,1.261,2710658.0,1309962.0,2150380.0,12,8,True,False,4,48.63,False,True,0.0073,0.0071,False,True,True,False,True,8,-8.27e-06,8.86e-06,True,-1.62,1.96
CTVA,2026-01-15,1,12,70.5,7045100,False,0,1.141,3840517.0,3163229.0,3366415.0,6,14,True,False,3,66.92,False,False,0.1614,0.1138,False,True,True,True,True,9,0.00086533,0.00130146,False,2.96,6.13
CVE,2026-01-15,2,12,18.09000015258789,11971000,False,0,1.133,13413667.0,10545591.0,11836225.0,9,11,True,True,6,62.06,False,True,0.1989,0.1616,False,True,True,True,True,6,0.00077091,0.00036754,False,10.5,6.47
DC,2026-01-15,0,12,6.25,1127900,False,4,0.949,1099590.0,1217180.0,1158385.0,10,10,True,False,4,53.46,False,True,0.0084,0.0017,False,True,True,False,False,4,0.00013055,1.716e-05,True,8.96,11.61
DDD,2026-01-15,0,12,2.640000104904175,6303100,False,5,0.886,4233809.0,5445011.0,4778850.0,11,9,True,False,3,75.0,True,False,0.083,0.0776,False,True,True,True,False,4,8.946e-05,0.000206,True,13.57,41.94
