ticker,date,signals_met,total_score,current_price,volume,step1_signal,step1_score,step1_red_volume_ratio,step1_red_day_avg_volume,step1_green_day_avg_volume,step1_20d_avg_volume,step1_red_day_count,step1_green_day_count,step1_price_above_ema,step2_signal,step2_score,step2_rsi,step2_rsi_divergence,step2_rsi_in_accumulation_zone,step2_macd_histogram,step2_macd_histogram_prev,step2_macd_improving_from_negative,step2_macd_histogram_positive,step2_macd_turning_positive,step2_obv_rising,step3_signal,step3_score,step3_rs_slope,step3_rs_slope_recent,step3_rs_just_turned_positive,step3_outperformance,step3_stock_change_20d
CGDV,2026-01-02,1,17,43.970001220703125,7143794,False,4,0.961,4228000.0,4653162.0,4398065.0,12,8,True,False,4,54.12,False,True,0.0232,0.0232,False,True,True,False,True,9,0.00012442,0.00020899,False,0.88,1.13
CGGO,2026-01-02,1,17,35.150001525878906,1336867,False,4,0.985,1013522.0,1042406.0,1029408.0,9,11,True,False,4,54.86,False,True,0.0619,0.0482,False,True,True,False,True,9,0.00015593,0.00038397,False,1.38,2.45
CGXU,2026-01-02,1,17,30.239999771118164,923038,False,5,0.859,604650.0,802724.0,703687.0,10,10,True,False,3,65.79,True,False,0.1204,0.0938,False,True,True,False,True,9,0.00026653,0.00050944,False,2.68,4.24
CHGG,2026-01-02,1,17,0.980400025844574,855257,False,2,0.814,1088600.0,1471797.0,1337678.0,7,13,False,False,5,51.02,False,True,0.0137,0.0115,False,True,True,True,True,10,-3e-06,4.797e-05,True,0.06,8.93
CLDX,2026-01-02,1,17,27.010000228881836,981726,False,4,0.934,747800.0,879403.0,800441.0,12,8,True,True,9,43.92,True,True,-0.0452,-0.0833,True,False,True,True,False,4,0.00045714,0.00053261,False,3.34,-8.75
COP,2026-01-02,1,17,96.69999694824219,5561307,False,4,0.975,6951211.0,7280610.0,7132380.0,9,11,True,False,6,49.98,False,True,0.0354,-0.1958,False,True,True,True,True,7,0.00204861,0.00228784,False,6.67,3.84
CTRI,2026-01-02,1,17,25.81999969482422,1639820,False,4,0.974,1751010.0,1844402.0,1797706.0,10,10,True,False,3,33.47,False,False,-0.2353,-0.2516,True,False,True,False,True,10,1.573e-05,0.00035307,True,0.57,2.26
DX,2026-01-02,1,17,14.079999923706055,7195114,False,5,0.876,3808010.0,4889431.0,4348721.0,10,10,True,False,3,78.57,True,False,0.0156,0.0087,False,True,True,True,True,9,0.0001401,0.00017405,False,2.48,1.44
EIX,2026-01-02,1,17,60.93000030517578,2680499,False,5,0.83,2597357.0,3414954.0,3128795.0,7,13,True,False,4,69.58,True,False,0.1135,0.0894,False,True,True,True,True,8,0.00066016,0.00067138,False,3.42,5.87
AFJK,2026-01-02,1,16,75.86000061035156,164127,True,10,0.382,230514.0,908036.0,603151.0,9,11,True,False,4,63.55,False,True,3.5817,3.0842,False,True,True,True,False,2,0.01249542,-0.00458043,False,73.37,845.53
AGG,2026-01-02,1,16,99.8499984741211,5856888,False,4,0.964,7802574.0,8520775.0,8089854.0,12,8,True,False,4,51.83,False,True,0.016,0.0306,False,True,True,False,True,8,0.00033286,0.00021196,False,0.84,0.04
AGNC,2026-01-02,1,16,10.930000305175781,21876925,False,4,0.904,14537288.0,17104844.0,16077821.0,8,12,True,False,3,85.08,True,False,0.0287,0.0207,False,True,True,True,True,9,0.0001076,0.00021211,False,2.9,5.36
AMCR,2026-01-02,1,16,8.40999984741211,15321287,False,0,1.028,17284875.0,16114186.0,16816599.0,12,8,True,False,6,55.13,True,True,0.0096,0.0067,False,True,True,True,True,10,4.609e-05,4.896e-05,True,2.12,1.08
ARI,2026-01-02,2,16,9.859999656677246,756559,False,0,1.06,1053073.0,920273.0,993313.0,11,9,False,True,7,50.21,True,True,-0.0062,-0.0193,True,False,True,True,True,9,8.73e-05,0.00017862,False,2.59,1.45
ARR,2026-01-02,1,16,18.09000015258789,3821490,False,5,0.895,2639975.0,3153791.0,2948264.0,8,12,True,False,3,80.02,True,False,0.0493,0.0273,False,True,True,True,True,8,0.00025829,0.00047429,False,4.23,5.22
ASND,2026-01-02,1,16,213.2899932861328,339241,False,4,0.968,690356.0,731295.0,712872.0,9,11,True,False,4,52.81,False,True,0.5372,0.4437,False,True,True,True,True,8,0.00248689,0.00374731,False,3.1,2.26
AVDV,2026-01-02,1,16,94.80999755859375,924924,False,4,0.943,596308.0,699761.0,632516.0,13,7,True,False,3,68.87,False,False,0.0615,0.0642,False,True,True,True,True,9,0.00046946,0.00065713,False,1.44,3.84
BERZ,2026-01-02,2,16,2.8299999237060547,2146875,False,2,0.819,835756.0,1170743.0,1019999.0,9,11,False,True,7,53.47,True,True,-0.0027,-0.0091,True,False,True,False,True,7,5.928e-05,6.98e-05,False,5.46,0.35
BFH,2026-01-02,2,16,75.30000305175781,384765,True,6,0.728,517975.0,840264.0,711348.0,8,12,True,False,2,54.95,False,True,-0.5467,-0.5365,False,False,False,False,True,8,-0.00023382,0.00081022,True,-0.71,4.58
BHR,2026-01-02,1,16,2.859999895095825,229827,True,8,0.559,438404.0,970000.0,783941.0,7,13,True,False,3,66.66,False,False,0.0112,0.0143,False,True,True,True,False,5,8.05e-06,1.17e-05,False,0.35,10.65
BLK,2026-01-02,1,16,1085.06005859375,602511,False,4,0.963,520492.0,578230.0,540701.0,13,7,True,False,2,42.21,False,True,0.6558,0.6469,False,True,True,False,True,10,0.0011295,0.00571244,True,0.75,1.37
BOTZ,2026-01-02,1,16,36.709999084472656,693643,False,5,0.849,529218.0,738183.0,623252.0,11,9,True,False,5,49.35,False,True,0.0704,0.063,False,True,True,True,True,6,0.00018468,0.00024479,True,1.8,-0.03
BOXX,2026-01-02,1,16,115.12999725341797,3324168,False,4,0.984,1825638.0,1874964.0,1855233.0,8,12,True,False,3,95.24,True,False,0.0122,0.0119,False,True,True,True,True,9,0.00052891,0.00053648,False,1.12,0.41
